transaction_id,fecha_compra,usuario_id,region,n_items,total_transaction,medio_pago,estado_pago,vendor,ingest_date
CR-TX-0000069,2025-02-09,15232939,Chiclayo,3,277.86,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000070,2024-08-23,368836836,Cajamarca,1,235.44,Yape,Completado,crisol,2025-11-09
CR-TX-0000071,2023-11-20,798722372,Lima,2,249.66,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000072,2023-11-17,97170874,Huancayo,2,103.95,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000073,2024-01-05,687233358,Arequipa,2,119.93,Plin,Completado,crisol,2025-11-09
CR-TX-0000074,2025-07-29,433058305,Lima,3,366.51,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000075,2024-06-27,645145663,Piura,3,288.34,Yape,Completado,crisol,2025-11-09
CR-TX-0000076,2024-10-28,43416673,Tacna,3,268.23,Plin,Completado,crisol,2025-11-09
CR-TX-0000077,2022-11-13,891508710,Ayacucho,4,740.74,Yape,Completado,crisol,2025-11-09
CR-TX-0000078,2023-05-18,113226432,Pucallpa,3,172.31,Plin,Completado,crisol,2025-11-09
CR-TX-0000079,2025-05-03,478231032,Pucallpa,3,577.49,Plin,Completado,crisol,2025-11-09
CR-TX-0000080,2025-08-21,325565329,Tacna,4,1273.35,Yape,Completado,crisol,2025-11-09
CR-TX-0000081,2023-09-03,571159915,Chiclayo,4,353.19,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000082,2024-05-27,929583710,Trujillo,4,308.49,Plin,Completado,crisol,2025-11-09
CR-TX-0000083,2024-10-14,102785243,Huánuco,1,23.81,Plin,Completado,crisol,2025-11-09
CR-TX-0000084,2022-11-07,711479581,Ica,4,291.64,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000085,2024-03-04,932880155,Huánuco,1,208.8,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000086,2023-08-23,959222492,Pucallpa,1,117.94,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000087,2024-05-31,6061417,Lima,4,238.06,Yape,Completado,crisol,2025-11-09
CR-TX-0000088,2024-08-18,668455304,Cajamarca,1,51.89,Yape,Completado,crisol,2025-11-09
CR-TX-0000089,2023-04-10,350724299,Arequipa,1,436.59,Yape,Cancelado,crisol,2025-11-09
CR-TX-0000090,2023-02-19,708311398,Huancayo,1,148.9,Plin,Completado,crisol,2025-11-09
CR-TX-0000091,2025-04-07,120436830,Cusco,3,287.09,Plin,Completado,crisol,2025-11-09
CR-TX-0000092,2025-01-09,822861654,Arequipa,2,270.39,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000093,2025-03-07,487875211,Ayacucho,4,573.49,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000094,2024-09-28,688527152,Huánuco,3,214.48,Plin,Pendiente,crisol,2025-11-09
CR-TX-0000095,2023-08-14,90822582,Trujillo,2,145.23,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0000096,2024-09-05,892815061,Cajamarca,2,180.8,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000097,2023-10-16,859477004,Huancayo,3,500.8,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000098,2025-09-18,832233178,Huánuco,2,152.55,Plin,Completado,crisol,2025-11-09
CR-TX-0000099,2024-08-24,434096846,Huancayo,1,89.64,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000100,2024-01-04,989711554,Huancayo,3,313.9,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000101,2023-07-19,864640420,Chiclayo,1,165.9,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000102,2022-10-27,168542889,Pucallpa,1,128.85,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000103,2025-06-20,515569354,Ica,3,241.85,Plin,Completado,crisol,2025-11-09
CR-TX-0000104,2024-02-19,91029915,Cajamarca,3,341.22,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000105,2024-11-02,294721069,Lima,4,607.88,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000106,2023-09-08,844773947,Chiclayo,2,190.68,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000107,2022-12-22,180796443,Huancayo,1,139.56,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000108,2024-01-22,138460786,Arequipa,4,744.75,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0000109,2023-03-25,144104747,Cusco,3,378.02,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000110,2024-04-01,298415148,Pucallpa,2,192.42,Yape,Completado,crisol,2025-11-09
CR-TX-0000111,2024-02-23,902145738,Piura,1,54.0,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000112,2023-10-30,843493564,Huancayo,4,280.07,Yape,Completado,crisol,2025-11-09
CR-TX-0000113,2024-05-10,482999503,Huánuco,2,242.14,Yape,Completado,crisol,2025-11-09
CR-TX-0000114,2024-01-12,99767426,Chiclayo,3,419.92,Plin,Completado,crisol,2025-11-09
CR-TX-0000115,2023-11-02,963000688,Huánuco,3,424.1,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000116,2022-10-29,886625773,Ica,3,893.31,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000117,2025-05-28,377332115,Arequipa,4,516.82,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000118,2022-12-17,779513975,Ica,4,378.79,Plin,Completado,crisol,2025-11-09
CR-TX-0000119,2024-11-12,936293818,Trujillo,4,266.58,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000120,2023-07-01,210436437,Tacna,1,72.12,Yape,Completado,crisol,2025-11-09
CR-TX-0000121,2024-01-13,107064620,Ayacucho,2,389.94,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000122,2024-05-09,777583839,Piura,4,188.13,Plin,Completado,crisol,2025-11-09
CR-TX-0000123,2025-05-30,527281961,Ayacucho,1,162.3,Yape,Completado,crisol,2025-11-09
CR-TX-0000124,2024-09-07,72083844,Cajamarca,2,148.54,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000125,2025-06-23,992386663,Chiclayo,2,255.87,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000126,2025-09-02,983624026,Lima,4,271.89,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000127,2025-08-08,994513756,Ica,2,317.02,Plin,Completado,crisol,2025-11-09
CR-TX-0000128,2023-09-21,20675681,Lima,2,304.99,Yape,Completado,crisol,2025-11-09
CR-TX-0000129,2024-01-01,20501292,Ica,2,233.62,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000130,2025-02-18,315697820,Cajamarca,2,264.32,Yape,Completado,crisol,2025-11-09
CR-TX-0000131,2023-09-23,507511022,Pucallpa,4,317.87,Yape,Completado,crisol,2025-11-09
CR-TX-0000132,2023-01-15,991575809,Cajamarca,1,80.49,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000133,2024-11-28,202340023,Trujillo,1,24.08,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000134,2022-10-02,403002716,Lima,2,54.9,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000135,2023-06-20,99104722,Lima,3,277.18,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000136,2023-02-21,526164956,Lima,2,221.62,Yape,Completado,crisol,2025-11-09
CR-TX-0000137,2025-01-29,18487397,Ayacucho,2,187.57,Plin,Completado,crisol,2025-11-09
CR-TX-0000138,2024-10-06,960184570,Trujillo,3,435.99,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000139,2024-02-18,937651285,Huancayo,1,220.98,Plin,Completado,crisol,2025-11-09
CR-TX-0000140,2023-12-28,385924214,Cajamarca,4,412.58,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000141,2023-02-28,493596700,Cusco,2,302.9,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000142,2023-09-06,990469789,Piura,4,273.54,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000143,2023-02-05,297269519,Cajamarca,2,214.23,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000144,2023-02-24,626553348,Ayacucho,2,89.36,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000145,2024-05-20,356749081,Huancayo,1,151.84,Transferencia,Cancelado,crisol,2025-11-09
CR-TX-0000146,2024-03-07,892699181,Piura,1,234.18,Yape,Completado,crisol,2025-11-09
CR-TX-0000147,2024-07-14,430445800,Piura,4,615.33,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000148,2023-11-28,795688388,Lima,2,69.52,Yape,Completado,crisol,2025-11-09
CR-TX-0000149,2025-05-22,71829542,Huánuco,1,87.3,Plin,Completado,crisol,2025-11-09
CR-TX-0000150,2025-01-04,146342612,Piura,4,294.5,Plin,Completado,crisol,2025-11-09
CR-TX-0000151,2025-07-11,596538618,Trujillo,4,556.58,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000152,2024-05-04,558996745,Cajamarca,1,74.76,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000153,2024-11-16,811683205,Cusco,2,220.81,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000154,2023-09-02,927416733,Huancayo,4,422.15,Plin,Completado,crisol,2025-11-09
CR-TX-0000155,2024-12-01,674142288,Chiclayo,3,354.2,Plin,Completado,crisol,2025-11-09
CR-TX-0000156,2023-10-05,959943468,Chiclayo,2,400.47,Plin,Completado,crisol,2025-11-09
CR-TX-0000157,2025-03-10,711626272,Pucallpa,1,209.1,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000158,2024-07-17,825560694,Chiclayo,3,347.36,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000159,2024-03-16,673033141,Tacna,4,274.28,Yape,Completado,crisol,2025-11-09
CR-TX-0000160,2023-12-01,164815590,Ayacucho,1,184.08,Plin,Completado,crisol,2025-11-09
CR-TX-0000161,2023-11-09,526790061,Arequipa,4,523.3,Plin,Completado,crisol,2025-11-09
CR-TX-0000162,2025-06-20,588396797,Chiclayo,2,170.76,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000163,2025-03-24,557212948,Chiclayo,1,38.98,Plin,Completado,crisol,2025-11-09
CR-TX-0000164,2024-12-26,796575875,Piura,4,416.85,Efectivo,Cancelado,crisol,2025-11-09
CR-TX-0000165,2023-06-29,9183621,Chiclayo,2,191.46,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000166,2024-08-03,651264353,Arequipa,1,110.19,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000167,2024-03-24,48629555,Arequipa,3,399.5,Yape,Completado,crisol,2025-11-09
CR-TX-0000168,2025-04-03,92071758,Chiclayo,2,209.86,Plin,Cancelado,crisol,2025-11-09
CR-TX-0000169,2025-09-01,979193589,Chiclayo,4,721.23,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000170,2024-05-31,450337623,Cusco,1,116.1,Yape,Completado,crisol,2025-11-09
CR-TX-0000171,2024-05-07,503830678,Arequipa,3,308.86,Plin,Completado,crisol,2025-11-09
CR-TX-0000172,2024-04-11,892815061,Cajamarca,4,395.65,Yape,Completado,crisol,2025-11-09
CR-TX-0000173,2023-01-21,255794389,Cajamarca,2,192.06,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0000174,2022-10-15,245605587,Huancayo,1,58.14,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000175,2025-09-06,359715348,Huancayo,1,130.83,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000176,2024-11-01,164353296,Lima,4,429.21,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000177,2024-07-22,315933049,Pucallpa,4,375.64,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0000178,2023-02-15,609315470,Huancayo,4,694.14,Yape,Completado,crisol,2025-11-09
CR-TX-0000179,2024-12-12,946346872,Pucallpa,1,81.5,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000180,2025-01-17,996157157,Lima,3,255.21,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000181,2025-04-14,562657008,Trujillo,3,443.23,Plin,Completado,crisol,2025-11-09
CR-TX-0000182,2024-05-11,336906345,Tacna,4,362.91,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000183,2024-03-05,829574436,Arequipa,1,169.56,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000184,2022-11-08,8927217,Huánuco,3,490.22,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000185,2022-12-18,888998066,Cusco,2,180.14,Yape,Pendiente,crisol,2025-11-09
CR-TX-0000186,2024-06-07,259511714,Cajamarca,4,343.21,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0000187,2023-04-09,191139369,Trujillo,2,217.4,Yape,Completado,crisol,2025-11-09
CR-TX-0000188,2024-06-28,568446743,Chiclayo,3,262.92,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000189,2023-09-24,481565908,Pucallpa,4,419.42,Plin,Completado,crisol,2025-11-09
CR-TX-0000190,2025-06-24,26226563,Trujillo,3,320.74,Yape,Completado,crisol,2025-11-09
CR-TX-0000191,2024-10-11,602967881,Huancayo,1,31.75,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000192,2024-04-27,250741721,Trujillo,4,524.64,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000193,2025-08-10,307746385,Chiclayo,3,284.47,Plin,Completado,crisol,2025-11-09
CR-TX-0000194,2025-02-27,716424534,Cusco,4,508.36,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000195,2025-08-03,937935910,Ayacucho,1,48.79,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000196,2024-03-10,971410313,Cusco,3,474.03,Plin,Completado,crisol,2025-11-09
CR-TX-0000197,2023-01-15,260046848,Ayacucho,4,403.38,Plin,Completado,crisol,2025-11-09
CR-TX-0000198,2023-05-11,836312468,Ayacucho,4,283.92,Plin,Completado,crisol,2025-11-09
CR-TX-0000199,2024-11-14,477203049,Pucallpa,3,429.19,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000200,2023-09-03,160677223,Trujillo,3,164.57,Yape,Completado,crisol,2025-11-09
CR-TX-0000201,2024-08-31,236326489,Tacna,1,64.74,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000202,2023-12-03,244094414,Cajamarca,4,430.28,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000203,2024-11-22,793158610,Cajamarca,4,375.07,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000204,2024-01-13,147789142,Trujillo,3,202.06,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000205,2025-07-30,24522138,Cajamarca,2,215.39,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000206,2024-08-27,96607232,Piura,4,348.37,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000207,2025-09-05,442871589,Cajamarca,3,276.38,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000208,2025-05-15,680674456,Pucallpa,4,388.46,Yape,Pendiente,crisol,2025-11-09
CR-TX-0000209,2022-12-05,249978373,Ica,2,139.02,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000210,2025-05-05,106075687,Trujillo,4,303.19,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000211,2024-06-02,772787506,Huánuco,3,157.19,Plin,Completado,crisol,2025-11-09
CR-TX-0000212,2022-10-01,197769558,Huánuco,2,128.08,Yape,Completado,crisol,2025-11-09
CR-TX-0000213,2023-02-25,480313557,Piura,3,230.32,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000214,2025-02-07,507111542,Lima,4,501.64,Tarjeta de Crédito,Cancelado,crisol,2025-11-09
CR-TX-0000215,2022-11-21,123181755,Tacna,2,109.26,Tarjeta de Crédito,Cancelado,crisol,2025-11-09
CR-TX-0000216,2023-03-13,811492871,Pucallpa,1,90.62,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000217,2023-01-04,508499028,Chiclayo,4,1463.94,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000218,2023-07-31,450633661,Lima,4,402.61,Yape,Completado,crisol,2025-11-09
CR-TX-0000219,2022-12-18,446599993,Lima,4,409.79,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000220,2023-05-30,349633985,Pucallpa,1,177.3,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000221,2025-05-22,581047454,Arequipa,1,80.25,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000222,2023-02-02,811325224,Trujillo,4,699.73,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000223,2024-01-04,821675210,Cusco,3,217.95,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0000224,2023-03-20,171494637,Trujillo,2,182.58,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000225,2025-01-01,354080038,Trujillo,1,126.94,Yape,Completado,crisol,2025-11-09
CR-TX-0000226,2023-12-13,599226355,Trujillo,2,77.52,Yape,Completado,crisol,2025-11-09
CR-TX-0000227,2023-08-12,646889670,Lima,3,297.06,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000228,2023-04-02,697519047,Cusco,1,54.82,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000229,2023-07-16,926550956,Tacna,3,316.28,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000230,2024-01-05,434047340,Lima,1,120.09,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000231,2022-10-27,823018694,Piura,1,76.72,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000232,2024-10-22,99282456,Pucallpa,2,127.24,Plin,Completado,crisol,2025-11-09
CR-TX-0000233,2025-05-09,918879419,Pucallpa,4,334.19,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000234,2025-04-17,141747015,Chiclayo,3,230.49,Efectivo,Cancelado,crisol,2025-11-09
CR-TX-0000235,2025-04-12,597538506,Cusco,1,139.06,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000236,2025-09-12,704850981,Arequipa,3,250.47,Plin,Completado,crisol,2025-11-09
CR-TX-0000237,2025-02-22,790668081,Lima,4,571.6,Plin,Completado,crisol,2025-11-09
CR-TX-0000238,2025-07-03,760321828,Chiclayo,3,275.77,Yape,Completado,crisol,2025-11-09
CR-TX-0000239,2024-02-23,470138283,Cusco,1,172.53,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000240,2023-02-04,718781178,Ayacucho,1,132.6,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000241,2024-11-17,920070835,Chiclayo,1,66.03,Yape,Completado,crisol,2025-11-09
CR-TX-0000242,2025-07-03,443548894,Pucallpa,1,283.92,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000243,2024-09-05,778851291,Huancayo,3,537.4,Yape,Completado,crisol,2025-11-09
CR-TX-0000244,2022-11-05,743175867,Cusco,1,90.7,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000245,2025-01-14,174497626,Ica,1,156.86,Yape,Completado,crisol,2025-11-09
CR-TX-0000246,2025-09-04,128718546,Chiclayo,2,366.38,Yape,Completado,crisol,2025-11-09
CR-TX-0000247,2025-09-04,547283746,Pucallpa,2,91.0,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000248,2024-03-17,651310272,Arequipa,2,159.97,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000249,2024-02-07,289205485,Huancayo,3,224.04,Efectivo,Completado,crisol,2025-11-09
CR-TX-0000250,2024-06-10,540510063,Pucallpa,2,252.94,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0000251,2023-09-11,885756373,Huancayo,3,285.63,Transferencia,Completado,crisol,2025-11-09
CR-TX-0000252,2023-11-26,458545314,Arequipa,1,57.28,Yape,Completado,crisol,2025-11-09
CR-TX-0000253,2025-05-10,214609553,Ayacucho,3,297.03,Yape,Completado,crisol,2025-11-09
CR-TX-0000254,2023-10-08,357574208,Huánuco,4,357.76,Efectivo,Completado,crisol,2025-11-09
