fecha_scraping,titulo,autor,precio_actual,precio_anterior,url_producto,categoria,categorias_join,url_norm,isbn,sku,editorial,edicion,anio_edicion,paginas,product_id,product_id_stable,product_key,vendor
2025-10-20,Agenda 2026 Bicolor Cuero,,34.9,,https://www.crisol.com.pe/agenda-2026-bicolor-cuero-7750082155893,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-bicolor-cuero-7750082155893,7750082155893,,ARTESCO,,,,1210443,870651e982df508439273530221b8c542ab8b76f,7750082155893,crisol
2025-10-20,Agenda 2026 Bicolor Gris,,34.9,,https://www.crisol.com.pe/agenda-2026-bicolor-gris-7750082155886,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-bicolor-gris-7750082155886,7750082155886,,ARTESCO,,,,1210440,3aff20096db26e496e3aed99b454272834eee2f1,7750082155886,crisol
2025-10-20,Agenda 2026 Black,,59.0,,https://www.crisol.com.pe/agenda-2026-black-7799133006623-26,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-black-7799133006623-26,779913300662326,,MOOVING,,,,1210305,e4f4b2fd17e5138f316fdb2c603cc7e903cef80f,779913300662326,crisol
2025-10-20,Agenda 2026 Butterfly Escritorio Diaria,,109.91,,https://www.crisol.com.pe/agenda-2026-butterfly-escritorio-diaria-6971263716707,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-butterfly-escritorio-diaria-6971263716707,6971263716707,,PREMIUM PAPER,,,,1211491,ecb1660146f5778968ee5fdcb1177ee3a1fa4946,6971263716707,crisol
2025-10-20,Agenda 2026 Butterfly Escritorio Semanal,,99.9,,https://www.crisol.com.pe/agenda-2026-butterfly-escritorio-semanal-6971263716691,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-butterfly-escritorio-semanal-6971263716691,6971263716691,,PREMIUM PAPER,,,,1211488,49ad74f21785054a594e7755c2e2ae2343325d68,6971263716691,crisol
2025-10-20,Agenda 2026 Cats Escritorio Semanal,,99.9,,https://www.crisol.com.pe/agenda-2026-cats-escritorio-semanal-6971263716929,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cats-escritorio-semanal-6971263716929,6971263716929,,PREMIUM PAPER,,,,1211509,2fd8daaa04275bd6400be73afced11536f911b2e,6971263716929,crisol
2025-10-20,Agenda 2026 Cierre elástico Armonía & Lapicero GL32 Rosado,,22.9,,https://www.crisol.com.pe/agenda-2026-cierre-elastico-armonia-lapicero-gl32-rosado-7750082156067,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cierre-elastico-armonia-lapicero-gl32-rosado-7750082156067,7750082156067,,ARTESCO,,,,1210341,8fd4b42d28734250764872825f8b4f58ee5fbc46,7750082156067,crisol
2025-10-20,Agenda 2026 Cierre elástico Florecer & Lapicero GL32 Morado,,22.9,,https://www.crisol.com.pe/agenda-2026-cierre-elastico-florecer-lapicero-gl32-morado-7750082156043,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cierre-elastico-florecer-lapicero-gl32-morado-7750082156043,7750082156043,,ARTESCO,,,,1210335,885a30044cf92b8402da41ffe29e52c13ba7583a,7750082156043,crisol
2025-10-20,Agenda 2026 Cierre elástico Mujer Esotérica & Lapicero GL32 Dorado,,22.9,,https://www.crisol.com.pe/agenda-2026-cierre-elastico-mujer-esoterica-lapicero-gl32-dorado-7750082156036,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cierre-elastico-mujer-esoterica-lapicero-gl32-dorado-7750082156036,7750082156036,,ARTESCO,,,,1210332,1b5ab165bde33053e20a82aad451482c469353b5,7750082156036,crisol
2025-10-20,Agenda 2026 Cierre elástico Renacer & Lapicero GL32 Dorado,,22.9,,https://www.crisol.com.pe/agenda-2026-cierre-elastico-renacer-lapicero-gl32-dorado-7750082156074,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cierre-elastico-renacer-lapicero-gl32-dorado-7750082156074,7750082156074,,ARTESCO,,,,1210344,2528e7bf704bbaa8f2bbfc97e2358556f9c1054a,7750082156074,crisol
2025-10-20,Agenda 2026 Cierre elástico Travesía & Lapicero GL32 Dorado,,22.9,,https://www.crisol.com.pe/agenda-2026-cierre-elastico-travesia-lapicero-gl32-dorado-7750082156050,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-cierre-elastico-travesia-lapicero-gl32-dorado-7750082156050,7750082156050,,ARTESCO,,,,1210338,82b687f0c251f6bee08dd7a40350d4aa7e5b555a,7750082156050,crisol
2025-10-20,Agenda 2026 Classic Book Diaria,,32.9,,https://www.crisol.com.pe/agenda-2026-classic-book-diaria-7751035009188,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-classic-book-diaria-7751035009188,7751035009188,,DGNOTTAS,,,,1211569,99faec01d99b0f097bdf2394c1bb4c71f6925b3d,7751035009188,crisol
2025-10-20,Agenda 2026 Classic Escritorio Semanal,,29.9,,https://www.crisol.com.pe/agenda-2026-classic-escritorio-semanal-7751035009171,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-classic-escritorio-semanal-7751035009171,7751035009171,,DGNOTTAS,,,,1211566,15057649bf00be5d6eb9d18c67416eaaa73bb9b4,7751035009171,crisol
2025-10-20,Agenda 2026 Dakota Azul,,31.9,,https://www.crisol.com.pe/agenda-2026-dakota-azul-7750082155916,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dakota-azul-7750082155916,7750082155916,,ARTESCO,,,,1210431,eb0bd81196f7ba7ff54ee526b6ad3f0adafc8371,7750082155916,crisol
2025-10-20,Agenda 2026 Dakota Gris,,31.9,,https://www.crisol.com.pe/agenda-2026-dakota-gris-7750082155923,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dakota-gris-7750082155923,7750082155923,,ARTESCO,,,,1210434,58a9bc499db7c2df00192e63a6312d7b4f0823f3,7750082155923,crisol
2025-10-20,Agenda 2026 Dakota Marrón,,31.9,,https://www.crisol.com.pe/agenda-2026-dakota-marron-7750082155909,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dakota-marron-7750082155909,7750082155909,,ARTESCO,,,,1210428,7bb456040b92bebe4da3d50ea158120c12eb8e82,7750082155909,crisol
2025-10-20,Agenda 2026 Día por Página Garden (Especial),,85.0,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-garden-especial-7799133028816,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-garden-especial-7799133028816,7799133028816,,MOOVING,,,,1210293,5ff58e689bce2c4f6f478c7bdeb719ca68f5f78d,7799133028816,crisol
2025-10-20,Agenda 2026 Día por Página Growth,,59.0,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-growth-7799133028717,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-growth-7799133028717,7799133028717,,MOOVING,,,,1210281,60823fea444e5f8f7ada4ab125fcc241a1ccbc55,7799133028717,crisol
2025-10-20,Agenda 2026 Día por Página Hope,,39.9,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-hope-7799133028441,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-hope-7799133028441,7799133028441,,MOOVING,,,,1210266,ba378487fa1d2a4e4a5e79f1fc74edd40b82b1eb,7799133028441,crisol
2025-10-20,Agenda 2026 Día por Página Hope,,55.0,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-hope-7799133028656,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-hope-7799133028656,7799133028656,,MOOVING,,,,1210275,3847a1869f71cfd05d890d66573600ba06c717e3,7799133028656,crisol
2025-10-20,Agenda 2026 Día por Página Life,,85.0,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-life-7799133028724,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-life-7799133028724,7799133028724,,MOOVING,,,,1210284,64c6d6b75fb5a306f5abe7441844ca1325d67a43,7799133028724,crisol
2025-10-20,Agenda 2026 Día por página Pastel,,39.9,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-pastel-7799133028472,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-pastel-7799133028472,7799133028472,,MOOVING,,,,1210849,3b04e091002424eb96763f95d503dfd1b24929b6,7799133028472,crisol
2025-10-20,Agenda 2026 Día por Página Pastel,,55.0,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-pastel-7799133028687,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-pastel-7799133028687,7799133028687,,MOOVING,,,,1210278,9f3c1a21d4e12c8aaf93c3d98c80482124e37769,7799133028687,crisol
2025-10-20,Agenda 2026 Día por página Spring,,39.9,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-spring-7798166461447-26,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-spring-7798166461447-26,779816646144726,,MOOVING,,,,1210296,f994f45d6c5b0639865ed4a0876f8ad4e7824982,779816646144726,crisol
2025-10-20,Agenda 2026 Día por página Spring,,39.9,,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-spring-7798166461485-26,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dia-por-pagina-spring-7798166461485-26,779816646148526,,MOOVING,,,,1210323,7903ec1ac0f7ab045a59aab3303598e26b18bdb7,779816646148526,crisol
2025-10-20,Agenda 2026 Disney Iconic Pop,,37.9,,https://www.crisol.com.pe/agenda-2026-disney-iconic-pop-7751035009126,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-disney-iconic-pop-7751035009126,7751035009126,,DGNOTTAS,,,,1211551,9845db3de7e02d0dd2a969985657dcc1fdd69650,7751035009126,crisol
2025-10-20,Agenda 2026 Dogs Escritorio Semanal,,99.9,,https://www.crisol.com.pe/agenda-2026-dogs-escritorio-semanal-6971263716905,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-dogs-escritorio-semanal-6971263716905,6971263716905,,PREMIUM PAPER,,,,1211506,85abf28cce4ea29a373c5a2e6f57f475fd917315,6971263716905,crisol
2025-10-20,Agenda 2026 El Principito Book Diaria,,109.91,,https://www.crisol.com.pe/agenda-2026-el-principito-book-diaria-6971263716769,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-el-principito-book-diaria-6971263716769,6971263716769,,PREMIUM PAPER,,,,1211497,0f24c710ffc02610d39f6d73954dca2f046faacd,6971263716769,crisol
2025-10-20,Agenda 2026 El Principito Chequera Semanal,,69.9,,https://www.crisol.com.pe/agenda-2026-el-principito-chequera-semanal-6971263716776,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-el-principito-chequera-semanal-6971263716776,6971263716776,,PREMIUM PAPER,,,,1211500,565ccca16dd95ff1b04ba59f5b26dc05f138042a,6971263716776,crisol
2025-10-20,Agenda 2026 El Principito Escritorio Semanal,,99.9,,https://www.crisol.com.pe/agenda-2026-el-principito-escritorio-semanal-6971263716783,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-el-principito-escritorio-semanal-6971263716783,6971263716783,,PREMIUM PAPER,,,,1211503,f14a4c5bab2de19623bf96ca8b109b52ee17ddff,6971263716783,crisol
2025-10-20,Agenda 2026 El Principito Escritorio Semanal Espiralada,,99.9,,https://www.crisol.com.pe/agenda-2026-el-principito-escritorio-semanal-espiralada-6971263716752,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-el-principito-escritorio-semanal-espiralada-6971263716752,6971263716752,,PREMIUM PAPER,,,,1211494,4e94fa6d65bed18126301fa5582d22bec9414c54,6971263716752,crisol
2025-10-20,Agenda 2026 Floral Chequera Semanal,,69.9,,https://www.crisol.com.pe/agenda-2026-floral-chequera-semanal-6971263717148,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-floral-chequera-semanal-6971263717148,6971263717148,,PREMIUM PAPER,,,,1211524,17be3d9553cd51637a43f8d42576b09f829f5872,6971263717148,crisol
2025-10-20,Agenda 2026 Floral Escritorio Diaria Espiralada,,109.91,,https://www.crisol.com.pe/agenda-2026-floral-escritorio-diaria-espiralada-6971263717131,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-floral-escritorio-diaria-espiralada-6971263717131,6971263717131,,PREMIUM PAPER,,,,1211521,d7fe1eaa02d38c5b5d6427f1e7f4448ab8278185,6971263717131,crisol
2025-10-20,Agenda 2026 Floral Escritorio Semanal Espiralada,,99.9,,https://www.crisol.com.pe/agenda-2026-floral-escritorio-semanal-espiralada-6971263717124,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-floral-escritorio-semanal-espiralada-6971263717124,6971263717124,,PREMIUM PAPER,,,,1211518,bcbd4fe3748d7bb2d915df03da5fc59b945b41dd,6971263717124,crisol
2025-10-20,Agenda 2026 Hello Kitty,,69.9,,https://www.crisol.com.pe/agenda-2026-hello-kitty-7751035009089,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-hello-kitty-7751035009089,7751035009089,,DGNOTTAS,,,,1211539,b4598503d356cde79e72b4147cf826aeafcd0947,7751035009089,crisol
2025-10-20,Agenda 2026 Juvenil Anillado Aventura & Lapicero GL32 Morado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-aventura-lapicero-gl32-morado-7750082156272,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-aventura-lapicero-gl32-morado-7750082156272,7750082156272,,ARTESCO,,,,1210362,8af88927508ff372855091070bd6826c75e5f45d,7750082156272,crisol
2025-10-20,Agenda 2026 Juvenil Anillado Encanto & Lapicero GL32 Rosado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-encanto-lapicero-gl32-rosado-7750082156289,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-encanto-lapicero-gl32-rosado-7750082156289,7750082156289,,ARTESCO,,,,1210365,17af02db8ed2e0dfdb189d18ecdfe91525bfd789,7750082156289,crisol
2025-10-20,Agenda 2026 Juvenil Anillado Fluir & Lapicero GL32 Rosado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-fluir-lapicero-gl32-rosado-7750082156265,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-fluir-lapicero-gl32-rosado-7750082156265,7750082156265,,ARTESCO,,,,1210359,25700c40f10534e831602de0e1a9351e18f7a119,7750082156265,crisol
2025-10-20,Agenda 2026 Juvenil Anillado Time & Lapicero GL32 Rosado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-time-lapicero-gl32-rosado-7750082156296,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-anillado-time-lapicero-gl32-rosado-7750082156296,7750082156296,,ARTESCO,,,,1210368,08d81aa0215e9625309add3db268e228c315427e,7750082156296,crisol
2025-10-20,Agenda 2026 Juvenil Happy & Lapicero GL32 Celeste,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-happy-lapicero-gl32-celeste-7750082156227,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-happy-lapicero-gl32-celeste-7750082156227,7750082156227,,ARTESCO,,,,1210350,97b41ad70c5a39e71541cec05715e45e64fd6fce,7750082156227,crisol
2025-10-20,Agenda 2026 Juvenil Radiante & Lapicero GL32 Anaranjado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-radiante-lapicero-gl32-anaranjado-7750082156241,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-radiante-lapicero-gl32-anaranjado-7750082156241,7750082156241,,ARTESCO,,,,1210356,66d0805347bfb6cbe9671aeba786ae76f7ce8717,7750082156241,crisol
2025-10-20,Agenda 2026 Juvenil Sweet & Lapicero GL32 Rosado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-sweet-lapicero-gl32-rosado-7750082156210,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-sweet-lapicero-gl32-rosado-7750082156210,7750082156210,,ARTESCO,,,,1210347,c02e077c2033d17c3e7a270059fa09430fd061aa,7750082156210,crisol
2025-10-20,Agenda 2026 Juvenil Vibes & Lapicero GL32 Anaranjado,,25.9,,https://www.crisol.com.pe/agenda-2026-juvenil-vibes-lapicero-gl32-anaranjado-7750082156258,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-juvenil-vibes-lapicero-gl32-anaranjado-7750082156258,7750082156258,,ARTESCO,,,,1210353,1f105e981c6deb7dd70a04b21a8ab7ce99206da6,7750082156258,crisol
2025-10-20,Agenda 2026 Mafalda,,69.9,,https://www.crisol.com.pe/agenda-2026-mafalda-7751035009096,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-mafalda-7751035009096,7751035009096,,DGNOTTAS,,,,1211542,b9b8f961482ac5e0f152885deb3a3b5731d85797,7751035009096,crisol
2025-10-20,Agenda 2026 Minnie Diaria,,69.9,,https://www.crisol.com.pe/agenda-2026-minnie-diaria-7751035009133,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-minnie-diaria-7751035009133,7751035009133,,DGNOTTAS,,,,1211554,27689f1729ca05cc16f19b2c3682d2b1704f16d3,7751035009133,crisol
2025-10-20,Agenda 2026 Neón,,55.0,,https://www.crisol.com.pe/agenda-2026-neon-7799133012983-26,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-neon-7799133012983-26,779913301298326,,MOOVING,,,,1210314,4f11437b0fea1a36762da18b841d1a161a4ecc19,779913301298326,crisol
2025-10-20,Agenda 2026 Oeste Azul,,31.9,,https://www.crisol.com.pe/agenda-2026-oeste-azul-7750082155756,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-oeste-azul-7750082155756,7750082155756,,ARTESCO,,,,1210422,eb83d106e07362b3ed730810b09e6b2bf048fdea,7750082155756,crisol
2025-10-20,Agenda 2026 Oeste Marrón,,31.9,,https://www.crisol.com.pe/agenda-2026-oeste-marron-7750082155749,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-oeste-marron-7750082155749,7750082155749,,ARTESCO,,,,1210425,b82aebd70d5b03abc532df3e305e3a2629596b19,7750082155749,crisol
2025-10-20,Agenda 2026 Oeste Negro,,31.9,,https://www.crisol.com.pe/agenda-2026-oeste-negro-7750082155732,Smart Play / Complementos / Agendas Y Libretas,Smart Play / Complementos / Agendas Y Libretas,https://www.crisol.com.pe/agenda-2026-oeste-negro-7750082155732,7750082155732,,ARTESCO,,,,1210419,9acd60df32e2ee23c84e8270a5229637a122153a,7750082155732,crisol
