fecha_scraping,titulo,autor,precio_actual,precio_anterior,url_producto,categoria,categorias_join,url_norm,isbn,sku,editorial,edicion,anio_edicion,paginas,product_id,product_id_stable
2025-10-06,10 SONIDOS EL LIBRO DE LA SELVA,Silver Dolphin,77.1,,https://www.sbs.com.pe/10-sonidos-el-libro-de-la-selva.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Interactivos,https://www.sbs.com.pe/10-sonidos-el-libro-de-la-selva.html,9786075772196,,,1,2024,10,120941,386f60484151467b562350ef38a954c3c3b5b3ce
2025-10-06,10 SONIDOS PINOCHO,Silver Dolphin,77.1,,https://www.sbs.com.pe/10-sonidos-pinocho.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Interactivos,https://www.sbs.com.pe/10-sonidos-pinocho.html,9786075772202,,,1,2024,10,120944,f8b609e03965ccf260a858c9f7fec65afd990a04
2025-10-06,10 SONIDOS RICITOS DE ORO Y LOS TRES OSOS,Silver Dolphin,77.1,,https://www.sbs.com.pe/10-sonidos-ricitos-de-oro-y-los-tres-osos.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Interactivos,https://www.sbs.com.pe/10-sonidos-ricitos-de-oro-y-los-tres-osos.html,9786075772189,,,1,2024,10,120947,5fb9acefda91642feac09cb76fc1cb9e960953f6
2025-10-06,10 UNICORNIOS MAGICOS,Silver Dolphin,68.5,,https://www.sbs.com.pe/10-unicornios-magicos.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Interactivos,https://www.sbs.com.pe/10-unicornios-magicos.html,9786075771335,,,1,2024,22,121082,b098db9d5e6d7cd112837c77020e4a983e6e714e
2025-10-06,100 ACTIVIDADES. ENCANTO,Disney,49.9,,https://www.sbs.com.pe/100-actividades-encanto-9786280003337.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-actividades-encanto-9786280003337.html,9786280003337,,PLANETA JUNIOR - GRUPO PLANETA,1,2024,80,105863,35639d01a391b0490fbbbf13048609f895560e92
2025-10-06,100 ACTIVIDADES. LIGHTYEAR,Disney,49.9,,https://www.sbs.com.pe/100-actividades-lightyear-9786280003344.html,Libros Para Ninos / De 6 A 9 Anos,Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-actividades-lightyear-9786280003344.html,9786280003344,,PLANETA JUNIOR - GRUPO PLANETA,1,2024,80,105866,c91aaa9451d50b67f0f6bc277858533bf2dfc039
2025-10-06,100 ACTIVIDADES MONTESSORI,Sylvie D´Esclaibes,95.0,,https://www.sbs.com.pe/100-actividades-montessori-9788418956225.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Montessori,https://www.sbs.com.pe/100-actividades-montessori-9788418956225.html,9788418956225,,VARIOS,1,2023,224,109700,4c35dc9ee4cba19450ba50a5d0a10ba2461ac5e5
2025-10-06,100 AÑOS 27 TITULOS 11 HISTORIAS,Pedro Ortiz Bisso,59.0,,https://www.sbs.com.pe/100-anos-27-titulos-11-historias-9786124247798.html,No Ficcion,No Ficcion | No Ficcion / Deportes Y Recreacion,https://www.sbs.com.pe/100-anos-27-titulos-11-historias-9786124247798.html,9786124247798,,AGUILAR,1,2024,200,,3a7a4699cd070b4bdb8c58aa576a963cf33dc587
2025-10-06,100 AÑOS DE YMCA EN EL PERÚ,Varios Autores,9.9,,https://www.sbs.com.pe/100-anos-de-ymca-en-el-peru-9786123196653.html,No Ficcion / Deportes Y Recreacion,No Ficcion / Deportes Y Recreacion,https://www.sbs.com.pe/100-anos-de-ymca-en-el-peru-9786123196653.html,9786123196653,,"EDITORIAL PLANETA, PERU - GRUPO PLANETA",1,2021,260,,cbcc4d554e76734130ac1930dfc4ea48e5d5a878
2025-10-06,100 COSAS PARA COLOREAR LISTOS PARA EL COLE,BALLON,14.0,,https://www.sbs.com.pe/100-cosas-para-colorear-listos-para-el-cole.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Didacticos Y Educativos,https://www.sbs.com.pe/100-cosas-para-colorear-listos-para-el-cole.html,9789403227818,,,1,2022,48,113083,30385feb0c50113f9dfd747a949e54d479345c2a
2025-10-06,100 COSAS QUE HAY QUE SABER SOBRE FISICA Y FISICA CUANTICA,Joanne Baker,85.0,,https://www.sbs.com.pe/100-cosas-que-hay-que-saber-sobre-fisica-y-fisica-cuantica-9786075690780.html,Profesional Y Tecnico / Libros Tecnicos,Profesional Y Tecnico / Libros Tecnicos | Profesional Y Tecnico / Libros Tecnicos / Fisica,https://www.sbs.com.pe/100-cosas-que-hay-que-saber-sobre-fisica-y-fisica-cuantica-9786075690780.html,9786075690780,,EDITORIAL ARIEL S.A.,1,2022,440,,5cfc184a7a8c249f93347160e6a0ead60c9e8208
2025-10-06,100 COSAS QUE HAY QUE SABER SOBRE FISICA Y FISICA CUANTICA,Joanne Baker,99.9,,https://www.sbs.com.pe/100-cosas-que-hay-que-saber-sobre-fisica-y-fisica-cuantica-9788434432086.html,Profesional Y Tecnico / Libros Tecnicos,Profesional Y Tecnico / Libros Tecnicos | Profesional Y Tecnico / Libros Tecnicos / Fisica,https://www.sbs.com.pe/100-cosas-que-hay-que-saber-sobre-fisica-y-fisica-cuantica-9788434432086.html,9788434432086,,EDITORIAL ARIEL S.A.,1,2020,440,,433fe6737a0d7d74cec9c2b540a56d8c1ecaf93e
2025-10-06,100 COSAS QUE SABER PARA SALVAR EL PLANETA,Varios Autores,64.0,,https://www.sbs.com.pe/100-cosas-que-saber-para-salvar-el-planeta-9781474993500.html,Libros Para Ninos / De 3 A 5 Anos,Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Interactivos,https://www.sbs.com.pe/100-cosas-que-saber-para-salvar-el-planeta-9781474993500.html,9781474993500,,USBORNE PUBLISHING LTD,1,2020,128,,7ef9eae63d46ce593aeab6db549b6ceb824888b3
2025-10-06,100 DIAS DE GOZO,B&H Español,55.0,,https://www.sbs.com.pe/100-dias-de-gozo-9781087730875.html,Desarrollo Personal Y Bienestar,Desarrollo Personal Y Bienestar | Desarrollo Personal Y Bienestar / Desarrollo Personal | Desarrollo Personal Y Bienestar / Desarrollo Personal / Espiritualidad Y Orientalismo,https://www.sbs.com.pe/100-dias-de-gozo-9781087730875.html,9781087730875,,THE PEACE OF GOD - B&H PUBLISHING GROUP,1,2022,208,,d65f4826aa521a637b3f7d18a22cb17be8cb5822
2025-10-06,100 FOTOGRAFIAS QUE CAMBIARON EL MUNDO LAS,Varios Autores,10.0,114.3,https://www.sbs.com.pe/100-fotografias-que-cambiaron-el-mundo-las-9786076187708.html,No Ficcion / Arte Arquitectura Y Fotografia,No Ficcion / Arte Arquitectura Y Fotografia,https://www.sbs.com.pe/100-fotografias-que-cambiaron-el-mundo-las-9786076187708.html,9786076187708,,NUMEN - ADVANCED MARKETING,1,2016,400,101543,e834f65bf399f9e425e6929c282613fe1e710dba
2025-10-06,100 HERMOSAS CREACIONES MANDALAS,Lantaarn,55.0,,https://www.sbs.com.pe/100-hermosas-creaciones-mandalas-9789463540735.html,Desarrollo Personal Y Bienestar / Desarrollo Personal / Mandalas Y Libros Para Colorear,Desarrollo Personal Y Bienestar / Desarrollo Personal / Mandalas Y Libros Para Colorear,https://www.sbs.com.pe/100-hermosas-creaciones-mandalas-9789463540735.html,9789463540735,,LANTAARN PUBLISHERS,1,2018,204,,4f07cf6a41fe98a498baca1954b683d7a7c01efa
2025-10-06,100 HERRAMIENTAS PARA TENER EXITO EN LOS,Guillermo Arriaga,79.0,,https://www.sbs.com.pe/100-herramientas-para-tener-exito-en-los-9786073812245.html,Empresa Y Management,Empresa Y Management | Empresa Y Management / Gestion Del Tiempo Y Productividad,https://www.sbs.com.pe/100-herramientas-para-tener-exito-en-los-9786073812245.html,9786073812245,,"CONECTA, ESP - RANDOM HOUSE MONDADORI",1,2022,248,,28129e61c7b611d2beebf61a5e9d0a4ea88d3f2f
2025-10-06,100 JUEGOS VERY BRITISH,Varios Autores,45.0,,https://www.sbs.com.pe/100-juegos-very-british-9788416124978.html,Idiomas / Ingles / Aprender Ingles,Idiomas / Ingles / Aprender Ingles,https://www.sbs.com.pe/100-juegos-very-british-9788416124978.html,9788416124978,,LAROUSSE,1,2015,144,106628,e540cfad085434b1b08f0bcc97776712d8ea751a
2025-10-06,100 MEJORES Y MAS SALUDABLES ALIMENTOS PARA LA MENOPAUSIA,Varios Autores,5.0,36.4,https://www.sbs.com.pe/100-mejores-y-mas-saludables-alimentos-para-la-menopausia-9781474831116.html,Desarrollo Personal Y Bienestar / Salud Y Bienestar,Desarrollo Personal Y Bienestar / Salud Y Bienestar | Desarrollo Personal Y Bienestar / Salud Y Bienestar / Ejercicios Y Vida Saludable | Desarrollo Personal Y Bienestar / Salud Y Bienestar / Ejercicios Y Vida Saludable / Alimentacion Saludable,https://www.sbs.com.pe/100-mejores-y-mas-saludables-alimentos-para-la-menopausia-9781474831116.html,9781474831116,,PARRAGON BOOK SERVICE LTDA.,1,2018,244,,818611426c2ba6114ae4d2d373d29507f781cd9a
2025-10-06,100 MUJERES QUE CAMBIARON EL MUNDO,Sandra Elmert,89.0,,https://www.sbs.com.pe/100-mujeres-que-cambiaron-el-mundo-9788427215023.html,Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-mujeres-que-cambiaron-el-mundo-9788427215023.html,9788427215023,,MOLINO - RBA LIBROS,1,2022,208,,f7b485be009a1c71b77e24ca2df65893215ea99f
2025-10-06,100 NUEVAS CREACIONES MANDALAS LIMITED EDITION,Varios Autores,55.0,,https://www.sbs.com.pe/100-nuevas-creaciones-mandalas-limited-edition-9789463540650.html,Desarrollo Personal Y Bienestar / Desarrollo Personal / Mandalas Y Libros Para Colorear,Desarrollo Personal Y Bienestar / Desarrollo Personal / Mandalas Y Libros Para Colorear,https://www.sbs.com.pe/100-nuevas-creaciones-mandalas-limited-edition-9789463540650.html,9789463540650,,LANTAARN PUBLISHERS,1,2017,208,,0cf8e13eaa7a5ea0ddab7f9e2db36fb0b7dbd12f
2025-10-06,100 PASATIEMPOS (CRUCIGRAMAS). VILLANOS,Disney,29.0,,https://www.sbs.com.pe/100-pasatiempos-crucigramas-villanos-9786287572232.html,Libros Para Ninos / De 6 A 9 Anos,Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-pasatiempos-crucigramas-villanos-9786287572232.html,9786287572232,,PLANETA JUNIOR - GRUPO PLANETA,1,2023,1,,f7c31411d710b9833a2672d02430f8aa65d87b08
2025-10-06,100 PASATIEMPOS (LABERINTOS). DISNEY,Disney,29.9,,https://www.sbs.com.pe/100-pasatiempos-laberintos-disney-9786287572218.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-pasatiempos-laberintos-disney-9786287572218.html,9786287572218,,PLANETA JUNIOR - GRUPO PLANETA,1,2023,1,,7e9ae7102228ab9cfd5cdc743715ad37ebc45541
2025-10-06,100 PASATIEMPOS (SOPAS DE LETRAS). PIXAR,Disney,29.9,,https://www.sbs.com.pe/100-pasatiempos-sopas-de-letras-pixar-9786287572201.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-pasatiempos-sopas-de-letras-pixar-9786287572201.html,9786287572201,,PLANETA JUNIOR - GRUPO PLANETA,1,2023,1,,754fb2b52bc3764b9dbbbc019ecc8ab57da1888d
2025-10-06,"100 PASATIEMPOS (TRIVIAS, SUDOKUS, ACERTIJOS Y MÁS",Disney,29.9,,https://www.sbs.com.pe/100-pasatiempos-trivias-sudokus-acertijos-y-mas-9786287572225.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Libros De Actividades,https://www.sbs.com.pe/100-pasatiempos-trivias-sudokus-acertijos-y-mas-9786287572225.html,9786287572225,,PLANETA JUNIOR - GRUPO PLANETA,1,2023,1,,3df082fcdf1c7446c80db5e4f877ea0ddbad6332
2025-10-06,100 PREGUNTAS SOBRE TU SALUD,Elmer Huerta,9.9,,https://www.sbs.com.pe/100-preguntas-sobre-tu-salud-9786123190965.html,Profesional Y Tecnico / Libros Tecnicos,Profesional Y Tecnico / Libros Tecnicos | Profesional Y Tecnico / Libros Tecnicos / Medicina,https://www.sbs.com.pe/100-preguntas-sobre-tu-salud-9786123190965.html,9786123190965,,"EDITORIAL PLANETA, ESP - GRUPO PLANETA",1,2016,230,,65471e0868e296717f8fed8af5d2003fdd486499
2025-10-06,100 PRIMERAS PALABRAS CON PESTAÑAS,"Danika Palaci, Hannah Cockayne, Isobel Reid",49.0,,https://www.sbs.com.pe/100-primeras-palabras-con-pestanas-9786075279916.html,Libros Para Ninos / De 3 A 5 Anos,Libros Para Ninos / De 3 A 5 Anos,https://www.sbs.com.pe/100-primeras-palabras-con-pestanas-9786075279916.html,9786075279916,,OCEANO TRAVESIA,1,2020,14,103841,d37b8fe681d3ab75eca18fb014a1d9b0fadb0413
2025-10-06,100 TRUCOS PARA PARECER INTELIGENTE REUNIONES,Sarah Cooper,35.0,,https://www.sbs.com.pe/100-trucos-para-parecer-inteligente-reuniones-9788492921812.html,Empresa Y Management,Empresa Y Management | Empresa Y Management / Gestion Del Tiempo Y Productividad,https://www.sbs.com.pe/100-trucos-para-parecer-inteligente-reuniones-9788492921812.html,9788492921812,,NAVONA EDITORIAL,1,2017,176,,87b112de6e41bfc0535c0f6d4ff4b8a53e8df9e2
2025-10-06,1000 BILINGUAL STEM WORDS,Varios Autores,85.9,,https://www.sbs.com.pe/1000-bilingual-stem-words-9780744048643.html,Libros Para Ninos / Libros En Ingles Para Ninos,Libros Para Ninos / Libros En Ingles Para Ninos,https://www.sbs.com.pe/1000-bilingual-stem-words-9780744048643.html,9780744048643,,DK ESPAÑOL,1,2021,64,,e31a7e973df956d8fc482677eea5070a4f5e81f2
2025-10-06,1000 BILINGUAL WORDS,Varios Autores,85.9,,https://www.sbs.com.pe/1000-bilingual-words-9781465480996.html,Libros Para Ninos / Libros En Ingles Para Ninos,Libros Para Ninos / Libros En Ingles Para Ninos,https://www.sbs.com.pe/1000-bilingual-words-9781465480996.html,9781465480996,,DK ESPAÑOL,1,2019,64,,c1e489ceaa2826c7120ddc26fc5f3499dc0fb389
2025-10-06,1000 BILINGUAL WORDS: NATURE,Varios Autores,85.9,,https://www.sbs.com.pe/1000-bilingual-words-nature-9780744064483.html,Libros Para Ninos / De 6 A 9 Anos,Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Enciclopedias Infantiles,https://www.sbs.com.pe/1000-bilingual-words-nature-9780744064483.html,9780744064483,,DK ESPAÑOL,1,2022,64,,4eb7aeabe20727c11f966aea591e655c8d736d2a
2025-10-06,1000 CITAS QUE INVITAN A PENSAR,Antonio Bolinches,60.0,,https://www.sbs.com.pe/1000-citas-que-invitan-a-pensar-9788417694555.html,Desarrollo Personal Y Bienestar,Desarrollo Personal Y Bienestar | Desarrollo Personal Y Bienestar / Desarrollo Personal | Desarrollo Personal Y Bienestar / Desarrollo Personal / Autoayuda,https://www.sbs.com.pe/1000-citas-que-invitan-a-pensar-9788417694555.html,9788417694555,,EDICIONES URANO S.A,1,2022,224,,a677d50ce410a428e2df3b66da660d0a530c7cdd
2025-10-06,1000 PRIMERAS PALABRAS,Dk,99.0,,https://www.sbs.com.pe/1000-primeras-palabras-9780241637739.html,Libros Para Ninos,Libros Para Ninos | Libros Para Ninos / De 6 A 9 Anos | Libros Para Ninos / De 6 A 9 Anos / Enciclopedias Infantiles | Profesional Y Tecnico,https://www.sbs.com.pe/1000-primeras-palabras-9780241637739.html,9780241637739,,DK ESPAÑOL,1,2023,64,,bb6f1ed762792a23d083cfa8e163f03b1727946e
2025-10-06,1000 STICKERS ALUCINANTES KAWAII,Varios Autores,29.0,,https://www.sbs.com.pe/1000-stickers-alucinantes-kawaii-9788491789031.html,Libros Para Ninos / De 3 A 5 Anos,Libros Para Ninos / De 3 A 5 Anos | Libros Para Ninos / De 3 A 5 Anos / Libros Didacticos Y Educativos,https://www.sbs.com.pe/1000-stickers-alucinantes-kawaii-9788491789031.html,9788491789031,,"EDICIONES SALDAÑA, S.A.",1,2022,88,,bed34aacc523bbe9f6090a50879eb51cfa12664b
2025-10-06,1001 ALBUMS YOU MUST HEAR BEFORE YOU DIE,Robert Dimery,87.0,,https://www.sbs.com.pe/1001-albums-you-must-hear-before-you-die-9781788400800.html,No Ficcion / Arte Arquitectura Y Fotografia,No Ficcion / Arte Arquitectura Y Fotografia,https://www.sbs.com.pe/1001-albums-you-must-hear-before-you-die-9781788400800.html,9781788400800,,OCTOPUS PUBLISHING GROUP LTD.,1,2018,0,,e3e5239daa2912e17ea36e711ab7f309b2e39b28
2025-10-06,1001 BOOKS YOU MUST READ BEFORE YOU DIE,Peter Boxall,20.0,87.0,https://www.sbs.com.pe/1001-books-you-must-read-before-you-die-9781788400862.html,No Ficcion / Arte Arquitectura Y Fotografia,No Ficcion / Arte Arquitectura Y Fotografia,https://www.sbs.com.pe/1001-books-you-must-read-before-you-die-9781788400862.html,9781788400862,,OCTOPUS PUBLISHING GROUP LTD.,1,2018,0,,a2cb5be127c89e6c1e05a02cc5207f80c8845e86
2025-10-06,1001 GUITARS TO DREAM OF PLAYING BEFORE YOU DIE,Terry Burrows,87.0,,https://www.sbs.com.pe/1001-guitars-to-dream-of-playing-before-you-die-9781788400879.html,No Ficcion / Arte Arquitectura Y Fotografia,No Ficcion / Arte Arquitectura Y Fotografia,https://www.sbs.com.pe/1001-guitars-to-dream-of-playing-before-you-die-9781788400879.html,9781788400879,,OCTOPUS PUBLISHING GROUP LTD.,1,2018,0,,b930d58a337521453473e58bd95b7ab04242be2b
