transaction_id,fecha_compra,usuario_id,region,n_items,total_transaction,medio_pago,estado_pago,vendor,ingest_date
SBS-TX-0000071,2025-03-19,30348912,Arequipa,1,19.0,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000072,2025-03-24,16745852,Lima,2,246.6,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000073,2024-07-23,29204323,Chiclayo,2,128.06,Efectivo,Pendiente,sbs,2025-11-09
SBS-TX-0000074,2024-08-08,41554178,Arequipa,3,81.86,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000075,2025-03-12,87115770,Lima,4,663.5,Plin,Completado,sbs,2025-11-09
SBS-TX-0000076,2024-03-12,64431323,Cusco,1,407.24,Yape,Completado,sbs,2025-11-09
SBS-TX-0000077,2025-09-26,66201522,Arequipa,2,89.09,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000078,2025-02-08,10954878,Piura,1,268.59,Transferencia,Pendiente,sbs,2025-11-09
SBS-TX-0000079,2025-04-25,60237773,Cusco,1,190.14,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000080,2024-10-13,71433172,Chiclayo,1,55.78,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000081,2024-06-08,50308304,Lima,4,565.56,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000082,2025-07-29,42303694,Piura,1,94.0,Plin,Completado,sbs,2025-11-09
SBS-TX-0000083,2024-08-10,50181935,Cusco,3,451.69,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000084,2024-11-18,13137155,Lima,4,311.92,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000085,2025-05-12,51909809,Chiclayo,3,206.6,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000086,2025-03-12,21407502,Chiclayo,2,195.74,Yape,Completado,sbs,2025-11-09
SBS-TX-0000087,2024-08-13,19010480,Chiclayo,1,132.0,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000088,2023-10-27,63451468,Lima,2,157.13,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000089,2023-10-06,60979859,Lima,1,226.38,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000090,2025-01-25,59151960,Piura,3,157.33,Transferencia,Pendiente,sbs,2025-11-09
SBS-TX-0000091,2025-05-30,75592138,Arequipa,2,150.84,Plin,Completado,sbs,2025-11-09
SBS-TX-0000092,2024-09-27,80725487,Arequipa,1,241.56,Plin,Completado,sbs,2025-11-09
SBS-TX-0000093,2024-01-06,64677550,Chiclayo,4,504.19,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000094,2023-10-03,59458666,Cusco,1,80.04,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000095,2024-08-15,40434030,Cusco,2,232.17,Plin,Cancelado,sbs,2025-11-09
SBS-TX-0000096,2024-03-31,83157151,Cusco,2,307.18,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000097,2023-11-10,43583658,Piura,4,783.39,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000098,2023-10-13,66524541,Piura,3,164.22,Plin,Completado,sbs,2025-11-09
SBS-TX-0000099,2024-04-29,24678711,Chiclayo,4,329.83,Yape,Completado,sbs,2025-11-09
SBS-TX-0000100,2025-03-03,21356205,Lima,4,385.93,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000101,2025-04-06,39769617,Lima,1,37.05,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000102,2024-02-26,71477186,Arequipa,3,449.34,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000103,2025-08-04,78232914,Lima,1,88.5,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000104,2025-08-31,36826266,Lima,2,424.86,Yape,Completado,sbs,2025-11-09
SBS-TX-0000105,2025-01-31,61489930,Arequipa,1,261.45,Plin,Completado,sbs,2025-11-09
SBS-TX-0000106,2025-08-26,97251436,Lima,1,199.8,Yape,Completado,sbs,2025-11-09
SBS-TX-0000107,2023-12-15,30199508,Lima,3,500.3,Plin,Completado,sbs,2025-11-09
SBS-TX-0000108,2024-11-21,60639157,Cusco,4,422.33,Plin,Completado,sbs,2025-11-09
SBS-TX-0000109,2024-02-10,61321020,Cusco,1,46.2,Transferencia,Pendiente,sbs,2025-11-09
SBS-TX-0000110,2025-03-13,98970427,Piura,1,206.8,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000111,2024-11-09,28751884,Arequipa,3,234.02,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000112,2024-12-13,46675397,Lima,1,6.24,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000113,2025-05-23,82312564,Cusco,1,81.78,Tarjeta de Crédito,Cancelado,sbs,2025-11-09
SBS-TX-0000114,2023-10-30,24823261,Piura,3,172.23,Yape,Completado,sbs,2025-11-09
SBS-TX-0000115,2025-05-05,84668321,Arequipa,1,199.08,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000116,2024-04-09,97470361,Piura,4,840.65,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000117,2024-07-06,80969638,Piura,3,591.74,Yape,Completado,sbs,2025-11-09
SBS-TX-0000118,2024-05-18,51540622,Arequipa,1,322.5,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000119,2024-11-02,80097837,Cusco,3,340.82,Plin,Completado,sbs,2025-11-09
SBS-TX-0000120,2025-06-03,43501223,Cusco,4,315.97,Yape,Completado,sbs,2025-11-09
SBS-TX-0000121,2024-12-04,65938669,Lima,4,391.35,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000122,2024-04-19,38451145,Lima,3,150.13,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000123,2025-08-26,31386576,Cusco,1,96.48,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000124,2024-09-20,43046464,Chiclayo,2,137.76,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000125,2025-05-27,76384860,Chiclayo,1,133.77,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000126,2024-06-27,47561442,Chiclayo,3,415.15,Plin,Completado,sbs,2025-11-09
SBS-TX-0000127,2024-02-04,82150950,Cusco,4,331.52,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000128,2024-02-04,95084307,Piura,4,1135.28,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000129,2023-11-20,54977656,Chiclayo,1,270.36,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000130,2023-10-07,43573422,Piura,1,218.13,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000131,2025-02-12,97851680,Chiclayo,2,415.8,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000132,2025-08-29,51562039,Cusco,4,270.3,Transferencia,Cancelado,sbs,2025-11-09
SBS-TX-0000133,2025-01-14,34572290,Chiclayo,3,266.69,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000134,2025-03-31,46219821,Lima,2,336.9,Yape,Completado,sbs,2025-11-09
SBS-TX-0000135,2025-09-05,12603206,Cusco,2,295.31,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000136,2024-07-31,76773782,Cusco,2,1759.11,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000137,2024-08-24,45594951,Chiclayo,2,210.8,Plin,Completado,sbs,2025-11-09
SBS-TX-0000138,2025-05-05,65573350,Arequipa,2,104.6,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000139,2024-07-18,17291181,Cusco,4,362.38,Yape,Completado,sbs,2025-11-09
SBS-TX-0000140,2023-12-17,21544089,Cusco,1,232.2,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000141,2024-08-01,97470361,Piura,4,540.98,Tarjeta de Crédito,Pendiente,sbs,2025-11-09
SBS-TX-0000142,2024-03-22,34478552,Lima,3,624.83,Plin,Completado,sbs,2025-11-09
SBS-TX-0000143,2023-11-24,81799490,Lima,4,206.21,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000144,2023-10-03,25457816,Piura,1,68.88,Yape,Completado,sbs,2025-11-09
SBS-TX-0000145,2024-04-13,50603163,Piura,4,1214.95,Plin,Completado,sbs,2025-11-09
SBS-TX-0000146,2025-07-23,92621946,Cusco,2,406.86,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000147,2025-05-11,44854691,Cusco,1,100.3,Plin,Completado,sbs,2025-11-09
SBS-TX-0000148,2025-09-23,43035177,Chiclayo,3,592.15,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000149,2024-11-30,65388634,Arequipa,2,288.96,Yape,Completado,sbs,2025-11-09
SBS-TX-0000150,2024-01-12,32717056,Cusco,1,187.2,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000151,2024-01-15,13600310,Cusco,3,327.66,Plin,Completado,sbs,2025-11-09
SBS-TX-0000152,2024-12-21,60357475,Lima,2,360.3,Yape,Completado,sbs,2025-11-09
SBS-TX-0000153,2025-02-21,85905949,Arequipa,4,717.55,Yape,Completado,sbs,2025-11-09
SBS-TX-0000154,2024-02-09,20698169,Arequipa,4,991.24,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000155,2025-09-14,61681908,Lima,3,480.94,Yape,Completado,sbs,2025-11-09
SBS-TX-0000156,2025-06-05,83796808,Chiclayo,3,389.01,Plin,Completado,sbs,2025-11-09
SBS-TX-0000157,2024-10-31,23596009,Chiclayo,1,165.66,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000158,2024-12-29,13106154,Lima,1,219.78,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000159,2024-02-22,64298766,Lima,1,80.1,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000160,2024-09-29,86648532,Lima,4,423.38,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000161,2024-09-25,17504382,Lima,3,614.76,Plin,Completado,sbs,2025-11-09
SBS-TX-0000162,2024-11-28,92405066,Lima,1,182.28,Yape,Completado,sbs,2025-11-09
SBS-TX-0000163,2024-10-26,69799777,Lima,2,255.76,Plin,Completado,sbs,2025-11-09
SBS-TX-0000164,2025-03-08,61179711,Cusco,1,15.92,Efectivo,Pendiente,sbs,2025-11-09
SBS-TX-0000165,2024-04-24,51395738,Arequipa,4,396.98,Efectivo,Pendiente,sbs,2025-11-09
SBS-TX-0000166,2023-10-21,80517332,Cusco,3,301.83,Yape,Completado,sbs,2025-11-09
SBS-TX-0000167,2023-11-16,86644190,Piura,2,155.43,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000168,2024-05-05,75826121,Cusco,4,1210.92,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000169,2024-02-16,73063577,Arequipa,1,108.29,Yape,Completado,sbs,2025-11-09
SBS-TX-0000170,2025-06-16,96945247,Lima,1,19.0,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000171,2024-10-21,51562039,Cusco,1,60.72,Plin,Cancelado,sbs,2025-11-09
SBS-TX-0000172,2025-07-17,40056261,Arequipa,1,219.3,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000173,2025-07-05,86688035,Piura,4,478.21,Yape,Completado,sbs,2025-11-09
SBS-TX-0000174,2024-01-01,48762628,Piura,2,168.21,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000175,2023-10-18,50049524,Piura,2,24.95,Plin,Completado,sbs,2025-11-09
SBS-TX-0000176,2025-01-25,53781905,Piura,3,221.97,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000177,2025-09-03,64544939,Piura,2,422.85,Yape,Completado,sbs,2025-11-09
SBS-TX-0000178,2024-11-09,52781724,Arequipa,4,371.05,Plin,Completado,sbs,2025-11-09
SBS-TX-0000179,2025-04-14,94146588,Lima,2,227.7,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000180,2025-03-12,70267126,Piura,1,197.28,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000181,2025-05-27,47381443,Chiclayo,1,213.46,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000182,2024-03-02,20399074,Cusco,3,288.23,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000183,2024-12-04,24308677,Cusco,2,125.23,Yape,Completado,sbs,2025-11-09
SBS-TX-0000184,2025-02-26,43647879,Arequipa,2,303.77,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000185,2025-09-25,91833362,Lima,4,1014.03,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000186,2024-06-22,86492934,Piura,3,483.61,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000187,2025-09-01,56938851,Piura,4,1019.22,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000188,2024-10-13,88508415,Chiclayo,2,325.74,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000189,2024-04-28,15205303,Arequipa,4,462.68,Yape,Cancelado,sbs,2025-11-09
SBS-TX-0000190,2025-08-14,95502685,Arequipa,1,27.95,Plin,Completado,sbs,2025-11-09
SBS-TX-0000191,2025-07-24,56673900,Piura,1,24.06,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000192,2023-10-28,30254713,Cusco,4,357.66,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000193,2025-02-04,32076343,Lima,2,254.19,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000194,2024-12-21,93496702,Piura,1,44.44,Transferencia,Pendiente,sbs,2025-11-09
SBS-TX-0000195,2023-11-15,82150950,Cusco,4,415.46,Plin,Completado,sbs,2025-11-09
SBS-TX-0000196,2025-02-10,56354851,Piura,2,251.92,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000197,2025-08-28,31405453,Chiclayo,1,261.36,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000198,2025-06-09,33524492,Piura,3,327.93,Yape,Completado,sbs,2025-11-09
SBS-TX-0000199,2023-12-18,31227574,Piura,1,609.84,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000200,2024-01-13,20082754,Cusco,3,246.2,Yape,Cancelado,sbs,2025-11-09
SBS-TX-0000201,2024-11-06,31780851,Cusco,4,430.16,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000202,2025-07-04,82028558,Chiclayo,3,347.66,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000203,2024-05-25,54644768,Chiclayo,1,70.31,Efectivo,Cancelado,sbs,2025-11-09
SBS-TX-0000204,2024-02-15,26272875,Cusco,4,419.01,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000205,2025-06-07,76098362,Arequipa,2,230.1,Yape,Completado,sbs,2025-11-09
SBS-TX-0000206,2024-05-01,31724678,Piura,1,135.88,Yape,Completado,sbs,2025-11-09
SBS-TX-0000207,2025-09-22,84044121,Chiclayo,2,88.5,Yape,Cancelado,sbs,2025-11-09
SBS-TX-0000208,2024-10-16,91465696,Piura,3,573.42,Plin,Completado,sbs,2025-11-09
SBS-TX-0000209,2024-04-30,53360807,Arequipa,3,238.18,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000210,2025-04-10,54893916,Chiclayo,4,746.66,Tarjeta de Crédito,Pendiente,sbs,2025-11-09
SBS-TX-0000211,2024-03-14,31405453,Chiclayo,4,206.37,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000212,2024-08-03,59757038,Piura,1,226.95,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000213,2025-04-28,83953207,Arequipa,3,225.33,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000214,2025-04-01,21707969,Piura,1,129.05,Yape,Cancelado,sbs,2025-11-09
SBS-TX-0000215,2025-07-11,98161045,Cusco,4,455.87,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000216,2025-06-06,53737494,Cusco,1,86.33,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000217,2024-08-16,19094010,Cusco,1,74.48,Yape,Completado,sbs,2025-11-09
SBS-TX-0000218,2024-02-09,43199341,Piura,1,351.0,Yape,Completado,sbs,2025-11-09
SBS-TX-0000219,2024-05-01,29336846,Lima,4,1204.68,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000220,2024-03-02,61471131,Lima,1,146.94,Plin,Completado,sbs,2025-11-09
SBS-TX-0000221,2025-06-23,40283277,Lima,3,279.76,Yape,Completado,sbs,2025-11-09
SBS-TX-0000222,2024-02-21,49949573,Arequipa,4,216.11,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000223,2025-07-20,39009455,Cusco,3,380.25,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000224,2024-06-26,23733443,Piura,2,318.46,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000225,2024-09-07,96671447,Chiclayo,3,388.84,Yape,Completado,sbs,2025-11-09
SBS-TX-0000226,2024-04-02,92166272,Arequipa,1,279.84,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000227,2024-06-03,43544016,Cusco,3,558.8,Plin,Pendiente,sbs,2025-11-09
SBS-TX-0000228,2025-05-17,86688035,Piura,3,438.66,Plin,Completado,sbs,2025-11-09
SBS-TX-0000229,2024-08-20,56135950,Cusco,1,19.8,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000230,2024-08-25,39826611,Piura,4,1149.82,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000231,2024-01-11,99115205,Arequipa,2,302.34,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000232,2024-01-03,83832717,Arequipa,4,479.83,Yape,Completado,sbs,2025-11-09
SBS-TX-0000233,2025-06-21,56637316,Cusco,3,181.2,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000234,2025-07-29,54454486,Lima,2,82.23,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000235,2024-06-26,21488759,Cusco,1,56.05,Yape,Completado,sbs,2025-11-09
SBS-TX-0000236,2023-11-25,85818579,Cusco,3,411.64,Efectivo,Pendiente,sbs,2025-11-09
SBS-TX-0000237,2024-01-06,25620477,Cusco,4,519.68,Yape,Completado,sbs,2025-11-09
SBS-TX-0000238,2024-01-06,22489409,Arequipa,2,114.94,Yape,Completado,sbs,2025-11-09
SBS-TX-0000239,2023-11-02,75527308,Arequipa,2,147.91,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000240,2024-01-06,70378491,Arequipa,1,54.92,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000241,2024-06-19,21631697,Cusco,1,72.66,Yape,Completado,sbs,2025-11-09
SBS-TX-0000242,2024-03-27,53904009,Lima,1,86.4,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000243,2025-06-04,46159360,Chiclayo,3,188.26,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000244,2024-08-01,70443135,Lima,2,251.24,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000245,2024-07-01,65710942,Lima,3,259.27,Tarjeta de Crédito,Completado,sbs,2025-11-09
SBS-TX-0000246,2024-06-05,44754808,Lima,3,190.56,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000247,2024-03-30,68081584,Piura,1,17.42,Plin,Completado,sbs,2025-11-09
SBS-TX-0000248,2024-11-03,39319229,Piura,1,184.56,Yape,Pendiente,sbs,2025-11-09
SBS-TX-0000249,2024-11-30,84411983,Arequipa,3,298.17,Plin,Completado,sbs,2025-11-09
SBS-TX-0000250,2024-12-26,65935917,Cusco,3,372.5,Efectivo,Completado,sbs,2025-11-09
SBS-TX-0000251,2024-11-21,70725652,Arequipa,3,698.17,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000252,2024-11-01,38721683,Cusco,1,87.82,Transferencia,Completado,sbs,2025-11-09
SBS-TX-0000253,2024-03-09,39127464,Lima,2,193.17,Efectivo,Cancelado,sbs,2025-11-09
SBS-TX-0000254,2025-04-14,21407502,Chiclayo,1,207.82,Efectivo,Completado,sbs,2025-11-09
