usuario_id,edad,genero,region,tipo_usuario,fecha_registro,vendor,ingest_date
81182864,30,Masculino,Piura,Recurrente,2024-07-06,sbs,2025-11-09
58718453,18,Otro,Piura,Nuevo,2023-04-25,sbs,2025-11-09
20570592,69,Femenino,Chiclayo,Nuevo,2024-08-03,sbs,2025-11-09
26879290,23,Otro,Arequipa,Recurrente,2024-06-29,sbs,2025-11-09
45575298,26,Otro,Arequipa,Recurrente,2023-06-19,sbs,2025-11-09
36998038,51,Otro,Arequipa,Recurrente,2024-07-06,sbs,2025-11-09
68800797,63,Femenino,Arequipa,Recurrente,2024-01-18,sbs,2025-11-09
55377076,51,Femenino,Lima,Nuevo,2023-03-07,sbs,2025-11-09
10965138,19,Otro,Cusco,Nuevo,2023-08-14,sbs,2025-11-09
54349361,22,Otro,Lima,Nuevo,2023-02-02,sbs,2025-11-09
38754377,22,Otro,Chiclayo,Nuevo,2024-05-12,sbs,2025-11-09
73481353,52,Masculino,Cusco,Nuevo,2023-09-06,sbs,2025-11-09
57553014,69,Femenino,Chiclayo,Nuevo,2024-03-17,sbs,2025-11-09
97705310,45,Femenino,Arequipa,Recurrente,2023-02-25,sbs,2025-11-09
24665841,59,Masculino,Lima,Nuevo,2023-12-14,sbs,2025-11-09
66623995,33,Masculino,Chiclayo,Nuevo,2023-05-24,sbs,2025-11-09
69476001,29,Femenino,Arequipa,Nuevo,2023-03-19,sbs,2025-11-09
11980765,69,Otro,Lima,Nuevo,2024-07-07,sbs,2025-11-09
38688676,23,Masculino,Chiclayo,Nuevo,2024-05-07,sbs,2025-11-09
45594951,43,Masculino,Chiclayo,Nuevo,2024-02-04,sbs,2025-11-09
98834863,68,Femenino,Piura,Nuevo,2024-07-23,sbs,2025-11-09
17849494,63,Femenino,Chiclayo,Nuevo,2023-08-11,sbs,2025-11-09
17672593,55,Otro,Cusco,Nuevo,2023-11-18,sbs,2025-11-09
31130263,21,Otro,Arequipa,Nuevo,2024-06-27,sbs,2025-11-09
89864260,21,Otro,Lima,Recurrente,2023-03-12,sbs,2025-11-09
43046464,22,Otro,Chiclayo,Nuevo,2024-08-06,sbs,2025-11-09
98231132,55,Otro,Lima,Nuevo,2024-03-05,sbs,2025-11-09
37415205,55,Otro,Cusco,Nuevo,2023-09-25,sbs,2025-11-09
27566185,60,Otro,Piura,Nuevo,2024-02-10,sbs,2025-11-09
11250299,60,Otro,Piura,Nuevo,2023-03-16,sbs,2025-11-09
82160068,47,Otro,Cusco,Recurrente,2023-03-17,sbs,2025-11-09
19233013,31,Otro,Piura,Nuevo,2023-12-24,sbs,2025-11-09
50603163,33,Femenino,Piura,Nuevo,2024-07-10,sbs,2025-11-09
50181935,57,Otro,Cusco,Nuevo,2024-07-21,sbs,2025-11-09
84252420,60,Masculino,Chiclayo,Nuevo,2023-04-20,sbs,2025-11-09
37326368,27,Femenino,Piura,Nuevo,2023-12-18,sbs,2025-11-09
16818112,61,Otro,Piura,Nuevo,2023-09-15,sbs,2025-11-09
10475894,23,Otro,Arequipa,Recurrente,2023-02-15,sbs,2025-11-09
84045292,39,Masculino,Piura,Nuevo,2024-03-28,sbs,2025-11-09
30005727,63,Femenino,Cusco,Nuevo,2023-03-19,sbs,2025-11-09
67684996,52,Masculino,Piura,Nuevo,2023-06-01,sbs,2025-11-09
58024342,26,Masculino,Piura,Nuevo,2023-02-10,sbs,2025-11-09
85146293,31,Otro,Chiclayo,Recurrente,2023-12-29,sbs,2025-11-09
31810617,44,Otro,Chiclayo,Recurrente,2023-08-31,sbs,2025-11-09
65259205,69,Masculino,Arequipa,Nuevo,2023-12-07,sbs,2025-11-09
61343880,69,Otro,Chiclayo,Nuevo,2023-04-21,sbs,2025-11-09
56930359,20,Femenino,Chiclayo,Nuevo,2024-04-16,sbs,2025-11-09
63481198,37,Masculino,Chiclayo,Nuevo,2023-07-17,sbs,2025-11-09
57130035,39,Femenino,Lima,Recurrente,2023-10-13,sbs,2025-11-09
54446182,59,Otro,Arequipa,Recurrente,2024-07-03,sbs,2025-11-09
15134794,19,Masculino,Piura,Nuevo,2023-09-29,sbs,2025-11-09
68571795,24,Otro,Arequipa,Nuevo,2023-11-18,sbs,2025-11-09
35511941,56,Otro,Lima,Nuevo,2024-08-13,sbs,2025-11-09
36445607,34,Masculino,Arequipa,Nuevo,2024-07-05,sbs,2025-11-09
93638503,41,Femenino,Lima,Recurrente,2023-12-05,sbs,2025-11-09
78064830,38,Otro,Lima,Recurrente,2023-11-04,sbs,2025-11-09
84411983,37,Otro,Arequipa,Nuevo,2023-10-30,sbs,2025-11-09
33357554,26,Masculino,Arequipa,Recurrente,2024-01-24,sbs,2025-11-09
50785405,57,Otro,Piura,Nuevo,2023-01-01,sbs,2025-11-09
72409658,36,Masculino,Arequipa,Recurrente,2023-11-26,sbs,2025-11-09
98429450,46,Femenino,Chiclayo,Nuevo,2023-06-23,sbs,2025-11-09
22534217,23,Femenino,Cusco,Recurrente,2023-12-10,sbs,2025-11-09
29777514,70,Masculino,Piura,Nuevo,2023-07-23,sbs,2025-11-09
71124923,19,Masculino,Chiclayo,Recurrente,2023-03-16,sbs,2025-11-09
76354180,44,Otro,Cusco,Nuevo,2024-01-29,sbs,2025-11-09
24305904,43,Masculino,Chiclayo,Recurrente,2023-01-06,sbs,2025-11-09
72350830,67,Femenino,Chiclayo,Nuevo,2024-06-14,sbs,2025-11-09
71265269,21,Otro,Chiclayo,Recurrente,2023-05-05,sbs,2025-11-09
69401199,26,Femenino,Cusco,Recurrente,2023-11-21,sbs,2025-11-09
69849511,57,Otro,Cusco,Nuevo,2024-07-15,sbs,2025-11-09
95585469,28,Otro,Arequipa,Nuevo,2023-09-11,sbs,2025-11-09
69038700,35,Otro,Arequipa,Nuevo,2023-10-09,sbs,2025-11-09
52910691,22,Otro,Piura,Nuevo,2023-12-10,sbs,2025-11-09
30509175,52,Masculino,Chiclayo,Nuevo,2024-01-28,sbs,2025-11-09
82828034,63,Masculino,Lima,Nuevo,2023-12-05,sbs,2025-11-09
62274692,47,Femenino,Lima,Nuevo,2024-03-06,sbs,2025-11-09
61053877,67,Otro,Lima,Recurrente,2024-08-12,sbs,2025-11-09
66240084,48,Masculino,Piura,Nuevo,2024-02-04,sbs,2025-11-09
75529051,52,Otro,Cusco,Recurrente,2023-08-14,sbs,2025-11-09
55114543,32,Femenino,Arequipa,Nuevo,2024-02-03,sbs,2025-11-09
27129912,60,Otro,Arequipa,Recurrente,2024-04-23,sbs,2025-11-09
98986321,57,Otro,Lima,Recurrente,2024-07-31,sbs,2025-11-09
34391257,19,Masculino,Arequipa,Nuevo,2024-04-17,sbs,2025-11-09
53868501,21,Femenino,Arequipa,Nuevo,2024-04-10,sbs,2025-11-09
43859311,39,Femenino,Piura,Recurrente,2024-03-07,sbs,2025-11-09
56970882,23,Femenino,Lima,Recurrente,2023-02-23,sbs,2025-11-09
14164775,32,Otro,Lima,Recurrente,2023-02-11,sbs,2025-11-09
26941092,33,Masculino,Lima,Nuevo,2023-09-02,sbs,2025-11-09
72415804,48,Otro,Lima,Nuevo,2023-08-12,sbs,2025-11-09
31980274,62,Femenino,Piura,Nuevo,2023-04-28,sbs,2025-11-09
87282128,37,Masculino,Cusco,Nuevo,2023-11-16,sbs,2025-11-09
20200074,61,Femenino,Arequipa,Recurrente,2023-07-23,sbs,2025-11-09
90585882,55,Otro,Chiclayo,Nuevo,2023-11-05,sbs,2025-11-09
81503856,69,Masculino,Cusco,Recurrente,2023-12-22,sbs,2025-11-09
11698142,45,Otro,Piura,Nuevo,2023-12-16,sbs,2025-11-09
95306788,44,Femenino,Lima,Nuevo,2024-01-06,sbs,2025-11-09
97302916,47,Otro,Chiclayo,Nuevo,2024-06-18,sbs,2025-11-09
68461818,35,Otro,Cusco,Recurrente,2024-04-21,sbs,2025-11-09
21631697,70,Otro,Cusco,Nuevo,2023-09-09,sbs,2025-11-09
91917334,35,Femenino,Chiclayo,Recurrente,2024-08-06,sbs,2025-11-09
34406132,60,Femenino,Piura,Nuevo,2023-11-29,sbs,2025-11-09
47535126,49,Masculino,Piura,Recurrente,2023-12-15,sbs,2025-11-09
35643159,56,Otro,Piura,Nuevo,2024-06-13,sbs,2025-11-09
73900135,23,Masculino,Arequipa,Nuevo,2023-09-04,sbs,2025-11-09
22489409,59,Otro,Arequipa,Nuevo,2023-01-18,sbs,2025-11-09
99115205,36,Masculino,Arequipa,Recurrente,2023-11-10,sbs,2025-11-09
67110154,55,Femenino,Arequipa,Nuevo,2023-12-19,sbs,2025-11-09
46361787,65,Otro,Piura,Nuevo,2024-04-09,sbs,2025-11-09
52352128,37,Femenino,Chiclayo,Nuevo,2023-07-17,sbs,2025-11-09
35708194,25,Otro,Cusco,Recurrente,2023-07-09,sbs,2025-11-09
90099897,31,Otro,Arequipa,Nuevo,2024-06-21,sbs,2025-11-09
34084236,36,Masculino,Chiclayo,Nuevo,2024-01-05,sbs,2025-11-09
17318358,37,Masculino,Cusco,Nuevo,2023-02-16,sbs,2025-11-09
23769080,53,Femenino,Chiclayo,Nuevo,2024-05-17,sbs,2025-11-09
55728776,18,Otro,Piura,Nuevo,2024-03-27,sbs,2025-11-09
25312516,29,Masculino,Piura,Recurrente,2024-05-04,sbs,2025-11-09
94482772,70,Masculino,Arequipa,Nuevo,2024-08-13,sbs,2025-11-09
50780112,61,Masculino,Chiclayo,Nuevo,2024-07-30,sbs,2025-11-09
91378577,23,Masculino,Lima,Nuevo,2024-03-02,sbs,2025-11-09
70467027,56,Otro,Chiclayo,Recurrente,2024-01-25,sbs,2025-11-09
86320155,46,Femenino,Cusco,Recurrente,2023-11-09,sbs,2025-11-09
37888820,57,Masculino,Cusco,Recurrente,2023-04-12,sbs,2025-11-09
42194159,58,Masculino,Piura,Recurrente,2023-06-10,sbs,2025-11-09
70465583,29,Otro,Lima,Nuevo,2024-02-23,sbs,2025-11-09
48668783,62,Otro,Arequipa,Nuevo,2023-08-26,sbs,2025-11-09
45507920,63,Femenino,Arequipa,Nuevo,2023-08-28,sbs,2025-11-09
67061186,68,Otro,Cusco,Recurrente,2023-07-22,sbs,2025-11-09
29090631,25,Otro,Chiclayo,Nuevo,2023-09-30,sbs,2025-11-09
48736657,22,Masculino,Chiclayo,Recurrente,2024-08-05,sbs,2025-11-09
46540265,46,Masculino,Arequipa,Recurrente,2024-02-17,sbs,2025-11-09
67985905,50,Otro,Arequipa,Nuevo,2023-02-10,sbs,2025-11-09
40725714,65,Femenino,Cusco,Nuevo,2023-04-04,sbs,2025-11-09
87342561,61,Otro,Cusco,Recurrente,2023-10-03,sbs,2025-11-09
47333543,20,Masculino,Arequipa,Nuevo,2024-03-28,sbs,2025-11-09
22246348,29,Otro,Arequipa,Nuevo,2024-05-18,sbs,2025-11-09
31585546,48,Femenino,Arequipa,Nuevo,2023-04-18,sbs,2025-11-09
83832717,39,Femenino,Arequipa,Nuevo,2024-02-15,sbs,2025-11-09
25558733,20,Femenino,Lima,Nuevo,2023-11-28,sbs,2025-11-09
98269682,67,Femenino,Cusco,Recurrente,2023-01-02,sbs,2025-11-09
58557203,52,Femenino,Arequipa,Nuevo,2024-06-14,sbs,2025-11-09
45843681,57,Femenino,Arequipa,Recurrente,2023-07-28,sbs,2025-11-09
26297533,53,Masculino,Piura,Nuevo,2024-05-11,sbs,2025-11-09
51708177,19,Otro,Cusco,Recurrente,2023-06-12,sbs,2025-11-09
25228493,53,Masculino,Cusco,Nuevo,2023-08-19,sbs,2025-11-09
78299645,47,Masculino,Chiclayo,Nuevo,2023-10-26,sbs,2025-11-09
42713008,63,Femenino,Arequipa,Recurrente,2024-04-28,sbs,2025-11-09
28321839,47,Otro,Chiclayo,Nuevo,2024-06-04,sbs,2025-11-09
45859307,22,Femenino,Arequipa,Nuevo,2024-06-03,sbs,2025-11-09
98575748,70,Masculino,Piura,Recurrente,2024-08-16,sbs,2025-11-09
54619335,49,Masculino,Arequipa,Nuevo,2023-12-20,sbs,2025-11-09
35320492,53,Otro,Arequipa,Nuevo,2023-11-26,sbs,2025-11-09
15858241,62,Masculino,Cusco,Nuevo,2024-02-25,sbs,2025-11-09
61818612,38,Otro,Arequipa,Recurrente,2024-01-26,sbs,2025-11-09
26944487,60,Otro,Chiclayo,Nuevo,2023-02-07,sbs,2025-11-09
23383077,50,Otro,Piura,Recurrente,2024-03-26,sbs,2025-11-09
97883261,51,Femenino,Lima,Recurrente,2024-02-24,sbs,2025-11-09
55440919,27,Masculino,Arequipa,Recurrente,2023-09-29,sbs,2025-11-09
81621574,57,Otro,Arequipa,Nuevo,2023-12-03,sbs,2025-11-09
92874006,42,Femenino,Arequipa,Recurrente,2023-02-06,sbs,2025-11-09
68246664,22,Masculino,Piura,Recurrente,2023-04-03,sbs,2025-11-09
13885234,24,Otro,Lima,Nuevo,2023-11-03,sbs,2025-11-09
67805802,20,Femenino,Lima,Nuevo,2024-01-19,sbs,2025-11-09
32814819,27,Masculino,Cusco,Nuevo,2023-07-04,sbs,2025-11-09
76795767,29,Masculino,Cusco,Recurrente,2023-09-04,sbs,2025-11-09
71682508,55,Masculino,Chiclayo,Nuevo,2023-09-18,sbs,2025-11-09
48605268,34,Otro,Lima,Recurrente,2024-04-21,sbs,2025-11-09
88862539,61,Otro,Chiclayo,Nuevo,2023-12-20,sbs,2025-11-09
50550084,37,Otro,Arequipa,Recurrente,2024-04-12,sbs,2025-11-09
86762164,30,Femenino,Arequipa,Nuevo,2024-01-26,sbs,2025-11-09
12944682,40,Otro,Piura,Recurrente,2023-10-30,sbs,2025-11-09
91390501,60,Femenino,Piura,Nuevo,2023-02-20,sbs,2025-11-09
91478884,65,Femenino,Piura,Recurrente,2023-08-24,sbs,2025-11-09
98473848,69,Femenino,Chiclayo,Nuevo,2023-09-14,sbs,2025-11-09
51464269,61,Masculino,Lima,Recurrente,2023-02-10,sbs,2025-11-09
22097496,68,Femenino,Lima,Nuevo,2023-05-15,sbs,2025-11-09
82398083,36,Femenino,Arequipa,Nuevo,2023-05-16,sbs,2025-11-09
44489940,41,Otro,Cusco,Recurrente,2023-06-18,sbs,2025-11-09
25457816,70,Femenino,Piura,Recurrente,2023-12-13,sbs,2025-11-09
63339667,47,Masculino,Chiclayo,Recurrente,2023-08-20,sbs,2025-11-09
11868130,69,Otro,Piura,Nuevo,2024-02-09,sbs,2025-11-09
88458327,34,Otro,Lima,Nuevo,2023-09-26,sbs,2025-11-09
73280554,42,Otro,Piura,Nuevo,2023-08-28,sbs,2025-11-09
96926431,19,Otro,Cusco,Nuevo,2023-08-15,sbs,2025-11-09
97139443,22,Otro,Arequipa,Recurrente,2023-11-06,sbs,2025-11-09
50851122,44,Masculino,Chiclayo,Nuevo,2023-02-08,sbs,2025-11-09
28208520,49,Masculino,Lima,Nuevo,2024-07-04,sbs,2025-11-09
66254240,42,Femenino,Piura,Recurrente,2024-07-07,sbs,2025-11-09
75679047,55,Otro,Chiclayo,Recurrente,2023-04-12,sbs,2025-11-09
39161443,57,Femenino,Piura,Nuevo,2024-01-15,sbs,2025-11-09
59302863,46,Femenino,Chiclayo,Recurrente,2023-04-12,sbs,2025-11-09
35475673,52,Otro,Piura,Nuevo,2023-10-10,sbs,2025-11-09
16788532,25,Femenino,Lima,Recurrente,2023-01-22,sbs,2025-11-09
37542226,68,Femenino,Chiclayo,Recurrente,2024-08-01,sbs,2025-11-09
54098516,22,Otro,Chiclayo,Nuevo,2023-08-27,sbs,2025-11-09
27447248,67,Masculino,Cusco,Nuevo,2023-05-29,sbs,2025-11-09
27690330,52,Femenino,Chiclayo,Nuevo,2023-01-27,sbs,2025-11-09
33386929,18,Femenino,Chiclayo,Nuevo,2023-01-17,sbs,2025-11-09
25253751,34,Masculino,Chiclayo,Recurrente,2024-06-22,sbs,2025-11-09
78885632,65,Masculino,Arequipa,Nuevo,2024-01-06,sbs,2025-11-09
98436473,55,Masculino,Arequipa,Nuevo,2023-02-14,sbs,2025-11-09
18163847,51,Femenino,Arequipa,Nuevo,2023-02-01,sbs,2025-11-09
69533928,48,Femenino,Arequipa,Recurrente,2024-05-17,sbs,2025-11-09
26937148,22,Masculino,Piura,Nuevo,2023-03-09,sbs,2025-11-09
61124122,35,Otro,Cusco,Nuevo,2023-11-29,sbs,2025-11-09
23311507,56,Otro,Piura,Nuevo,2024-03-16,sbs,2025-11-09
38859907,68,Otro,Lima,Recurrente,2024-07-18,sbs,2025-11-09
63516659,45,Femenino,Chiclayo,Nuevo,2024-04-09,sbs,2025-11-09
99269266,44,Otro,Lima,Nuevo,2023-11-17,sbs,2025-11-09
19010480,34,Femenino,Chiclayo,Recurrente,2024-04-30,sbs,2025-11-09
27463800,23,Masculino,Lima,Nuevo,2024-01-17,sbs,2025-11-09
54244334,53,Masculino,Cusco,Recurrente,2024-07-29,sbs,2025-11-09
16904975,60,Masculino,Arequipa,Nuevo,2024-03-09,sbs,2025-11-09
78103759,36,Otro,Piura,Nuevo,2024-08-14,sbs,2025-11-09
56991504,31,Masculino,Arequipa,Nuevo,2023-04-21,sbs,2025-11-09
40354559,53,Femenino,Lima,Recurrente,2024-08-10,sbs,2025-11-09
13523729,69,Femenino,Cusco,Recurrente,2024-07-24,sbs,2025-11-09
51471222,56,Otro,Piura,Nuevo,2023-10-07,sbs,2025-11-09
86010330,39,Femenino,Lima,Nuevo,2023-05-27,sbs,2025-11-09
22315507,60,Femenino,Lima,Nuevo,2023-02-01,sbs,2025-11-09
55754284,65,Otro,Chiclayo,Nuevo,2024-04-09,sbs,2025-11-09
90023800,28,Femenino,Piura,Recurrente,2024-08-04,sbs,2025-11-09
20949687,23,Masculino,Chiclayo,Nuevo,2023-02-20,sbs,2025-11-09
65590800,35,Femenino,Arequipa,Nuevo,2024-03-28,sbs,2025-11-09
24883373,35,Masculino,Cusco,Nuevo,2024-03-16,sbs,2025-11-09
16095815,36,Otro,Cusco,Nuevo,2023-11-12,sbs,2025-11-09
50455821,32,Femenino,Cusco,Nuevo,2023-07-29,sbs,2025-11-09
11037490,31,Masculino,Piura,Nuevo,2023-05-03,sbs,2025-11-09
81481992,49,Otro,Arequipa,Nuevo,2024-01-25,sbs,2025-11-09
19673809,63,Masculino,Cusco,Nuevo,2023-12-29,sbs,2025-11-09
20450542,43,Otro,Lima,Nuevo,2024-04-15,sbs,2025-11-09
48858073,38,Otro,Arequipa,Nuevo,2024-03-03,sbs,2025-11-09
92963368,25,Femenino,Lima,Recurrente,2023-06-25,sbs,2025-11-09
42657384,47,Otro,Piura,Nuevo,2023-04-19,sbs,2025-11-09
51644346,45,Otro,Arequipa,Nuevo,2024-02-10,sbs,2025-11-09
20251466,65,Femenino,Chiclayo,Nuevo,2023-06-22,sbs,2025-11-09
56892354,50,Otro,Lima,Nuevo,2023-07-18,sbs,2025-11-09
44355473,40,Otro,Chiclayo,Nuevo,2023-05-30,sbs,2025-11-09
33776150,30,Masculino,Cusco,Nuevo,2023-03-19,sbs,2025-11-09
87774890,67,Otro,Arequipa,Nuevo,2024-07-31,sbs,2025-11-09
94183695,46,Otro,Cusco,Nuevo,2023-11-27,sbs,2025-11-09
94743076,38,Masculino,Arequipa,Nuevo,2024-03-28,sbs,2025-11-09
19957701,37,Femenino,Cusco,Nuevo,2024-06-03,sbs,2025-11-09
48530827,37,Femenino,Arequipa,Nuevo,2024-01-13,sbs,2025-11-09
61604364,22,Otro,Lima,Nuevo,2024-06-03,sbs,2025-11-09
70362235,47,Otro,Cusco,Recurrente,2023-02-12,sbs,2025-11-09
77292380,69,Otro,Chiclayo,Nuevo,2024-05-02,sbs,2025-11-09
21318464,27,Masculino,Arequipa,Nuevo,2023-12-18,sbs,2025-11-09
68978194,50,Otro,Chiclayo,Nuevo,2024-03-24,sbs,2025-11-09
47969333,51,Otro,Cusco,Nuevo,2024-01-17,sbs,2025-11-09
94676162,42,Femenino,Piura,Recurrente,2023-02-23,sbs,2025-11-09
61883769,59,Femenino,Lima,Nuevo,2024-07-25,sbs,2025-11-09
20939011,36,Femenino,Cusco,Recurrente,2023-12-08,sbs,2025-11-09
98054173,55,Otro,Chiclayo,Recurrente,2023-11-14,sbs,2025-11-09
51551377,62,Otro,Arequipa,Nuevo,2023-03-28,sbs,2025-11-09
22543044,53,Femenino,Piura,Recurrente,2024-06-23,sbs,2025-11-09
58667035,59,Otro,Arequipa,Nuevo,2023-01-19,sbs,2025-11-09
35770506,37,Masculino,Chiclayo,Nuevo,2024-05-12,sbs,2025-11-09
78140959,32,Masculino,Chiclayo,Nuevo,2023-04-14,sbs,2025-11-09
92950779,67,Otro,Cusco,Nuevo,2023-12-11,sbs,2025-11-09
93851247,26,Otro,Arequipa,Nuevo,2023-07-05,sbs,2025-11-09
41880763,69,Masculino,Arequipa,Nuevo,2024-01-09,sbs,2025-11-09
41407343,46,Otro,Piura,Recurrente,2024-04-04,sbs,2025-11-09
36040410,52,Masculino,Piura,Recurrente,2024-04-25,sbs,2025-11-09
47818761,41,Otro,Cusco,Recurrente,2024-04-17,sbs,2025-11-09
36802975,67,Femenino,Cusco,Nuevo,2023-06-15,sbs,2025-11-09
96057593,69,Otro,Chiclayo,Recurrente,2023-02-23,sbs,2025-11-09
26733967,48,Femenino,Cusco,Recurrente,2024-06-12,sbs,2025-11-09
29776801,36,Masculino,Chiclayo,Nuevo,2024-06-09,sbs,2025-11-09
13579612,45,Masculino,Chiclayo,Recurrente,2023-12-24,sbs,2025-11-09
61830338,44,Masculino,Arequipa,Nuevo,2023-08-30,sbs,2025-11-09
97236246,23,Femenino,Chiclayo,Nuevo,2023-04-12,sbs,2025-11-09
28628439,39,Masculino,Chiclayo,Nuevo,2024-04-28,sbs,2025-11-09
20633503,66,Otro,Arequipa,Nuevo,2023-01-06,sbs,2025-11-09
91722503,19,Femenino,Chiclayo,Recurrente,2024-07-15,sbs,2025-11-09
50419829,51,Femenino,Lima,Recurrente,2023-09-01,sbs,2025-11-09
18429833,25,Masculino,Chiclayo,Nuevo,2024-04-13,sbs,2025-11-09
87181563,25,Femenino,Cusco,Nuevo,2024-06-11,sbs,2025-11-09
92518345,33,Otro,Chiclayo,Nuevo,2023-01-02,sbs,2025-11-09
80260907,40,Masculino,Cusco,Nuevo,2023-03-29,sbs,2025-11-09
84377016,41,Masculino,Cusco,Nuevo,2024-06-03,sbs,2025-11-09
60103798,19,Femenino,Arequipa,Nuevo,2024-02-01,sbs,2025-11-09
56278607,34,Otro,Lima,Nuevo,2023-03-11,sbs,2025-11-09
27905932,33,Otro,Lima,Recurrente,2023-12-07,sbs,2025-11-09
72360629,20,Femenino,Cusco,Nuevo,2023-06-29,sbs,2025-11-09
71428713,62,Femenino,Chiclayo,Recurrente,2023-03-06,sbs,2025-11-09
15624520,20,Femenino,Chiclayo,Nuevo,2023-07-24,sbs,2025-11-09
73538641,38,Femenino,Cusco,Nuevo,2024-07-10,sbs,2025-11-09
98010774,34,Masculino,Chiclayo,Nuevo,2023-02-18,sbs,2025-11-09
63690013,39,Femenino,Lima,Recurrente,2024-03-23,sbs,2025-11-09
76599269,65,Femenino,Arequipa,Nuevo,2023-07-11,sbs,2025-11-09
45798645,62,Femenino,Piura,Recurrente,2024-06-15,sbs,2025-11-09
83212334,69,Masculino,Arequipa,Nuevo,2023-07-04,sbs,2025-11-09
51137177,36,Femenino,Lima,Nuevo,2023-10-30,sbs,2025-11-09
57183837,46,Otro,Arequipa,Nuevo,2024-03-30,sbs,2025-11-09
46850196,46,Masculino,Piura,Nuevo,2024-03-21,sbs,2025-11-09
58762794,58,Masculino,Lima,Recurrente,2024-02-20,sbs,2025-11-09
91547054,50,Otro,Chiclayo,Recurrente,2023-05-27,sbs,2025-11-09
96592295,61,Femenino,Lima,Nuevo,2023-08-30,sbs,2025-11-09
91214453,41,Femenino,Arequipa,Recurrente,2023-02-03,sbs,2025-11-09
69584522,27,Otro,Arequipa,Recurrente,2024-01-16,sbs,2025-11-09
63423225,66,Masculino,Cusco,Nuevo,2024-01-11,sbs,2025-11-09
13478029,38,Otro,Piura,Nuevo,2023-04-27,sbs,2025-11-09
25805613,65,Masculino,Arequipa,Nuevo,2024-07-29,sbs,2025-11-09
75927774,34,Femenino,Arequipa,Nuevo,2023-10-20,sbs,2025-11-09
33173544,30,Masculino,Chiclayo,Recurrente,2024-04-07,sbs,2025-11-09
99635939,63,Femenino,Lima,Recurrente,2023-11-24,sbs,2025-11-09
50259503,40,Otro,Lima,Nuevo,2023-10-25,sbs,2025-11-09
40097200,28,Otro,Chiclayo,Recurrente,2024-06-04,sbs,2025-11-09
13527782,25,Masculino,Chiclayo,Nuevo,2024-05-20,sbs,2025-11-09
27417599,41,Otro,Cusco,Nuevo,2024-07-18,sbs,2025-11-09
80557676,57,Masculino,Lima,Nuevo,2024-05-05,sbs,2025-11-09
96213226,44,Femenino,Cusco,Nuevo,2023-11-21,sbs,2025-11-09
27224779,22,Femenino,Arequipa,Recurrente,2023-12-19,sbs,2025-11-09
68065043,67,Otro,Cusco,Nuevo,2023-05-13,sbs,2025-11-09
32099899,50,Masculino,Lima,Nuevo,2023-11-08,sbs,2025-11-09
48124318,28,Femenino,Chiclayo,Nuevo,2024-06-15,sbs,2025-11-09
46836194,23,Femenino,Chiclayo,Nuevo,2024-07-18,sbs,2025-11-09
77454225,26,Otro,Piura,Nuevo,2023-04-06,sbs,2025-11-09
32978158,59,Masculino,Cusco,Recurrente,2023-06-07,sbs,2025-11-09
15529005,60,Otro,Cusco,Nuevo,2024-07-31,sbs,2025-11-09
45521514,70,Masculino,Lima,Nuevo,2024-08-13,sbs,2025-11-09
76845536,59,Masculino,Cusco,Nuevo,2023-02-01,sbs,2025-11-09
