transaction_id,line_id,titulo,cantidad,precio_unitario,descuento_aplicado_pct,precio_final_unitario,line_total,vendor,ingest_date
SBS-TX-0000011,SBS-TX-0000011-L01,EL HECHIZO DEL AGUA,1,79.9,0.0,79.9,79.9,sbs,2025-11-09
SBS-TX-0000011,SBS-TX-0000011-L02,LIBRETA TAPA DURA MEDIANA HUMMING DRAGON,2,68.99,6.0,64.85,129.7,sbs,2025-11-09
SBS-TX-0000011,SBS-TX-0000011-L03,LA SOSPECHA,1,45.0,5.0,42.75,42.75,sbs,2025-11-09
SBS-TX-0000012,SBS-TX-0000012-L01,LA CACA DE VACA,3,99.9,3.0,96.9,290.7,sbs,2025-11-09
SBS-TX-0000012,SBS-TX-0000012-L02,BRUJERÍA PSÍQUICA,1,105.0,20.0,84.0,84.0,sbs,2025-11-09
SBS-TX-0000013,SBS-TX-0000013-L01,SOMOS QUINTILLIZAS 01,2,33.0,7.0,30.69,61.38,sbs,2025-11-09
SBS-TX-0000014,SBS-TX-0000014-L01,DOCE CUENTOS PEREGRINOS,1,49.0,23.0,37.73,37.73,sbs,2025-11-09
SBS-TX-0000014,SBS-TX-0000014-L02,EL ARTE DE PENSAR PARA NIÑOS,1,80.0,11.0,71.2,71.2,sbs,2025-11-09
SBS-TX-0000014,SBS-TX-0000014-L03,PAPA HUAYCO,2,25.0,12.0,22.0,44.0,sbs,2025-11-09
SBS-TX-0000015,SBS-TX-0000015-L01,ALGUIEN ESTA MINTIENDO,2,69.0,21.0,54.51,109.02,sbs,2025-11-09
SBS-TX-0000016,SBS-TX-0000016-L01,"APPLE DE TIM COOK, LA",2,95.0,22.0,74.1,148.2,sbs,2025-11-09
SBS-TX-0000017,SBS-TX-0000017-L01,LA DISRUPCIÓN DEL LIDERAZGO FEMENINO,1,95.0,25.0,71.25,71.25,sbs,2025-11-09
SBS-TX-0000017,SBS-TX-0000017-L02,HABLA UNA MUJER,2,39.9,15.0,33.91,67.82,sbs,2025-11-09
SBS-TX-0000017,SBS-TX-0000017-L03,CÓDIGO KIT ALUMNO A (IMPRESO + EBOOK),3,273.0,5.0,259.35,778.05,sbs,2025-11-09
SBS-TX-0000017,SBS-TX-0000017-L04,HASHTAG ENGLISH 6 ADVANCED SB AND E-BOOK W / ONLINE PRACTICE,2,156.0,17.0,129.48,258.96,sbs,2025-11-09
SBS-TX-0000018,SBS-TX-0000018-L01,"GRAN BODA, LA",2,59.0,19.0,47.79,95.58,sbs,2025-11-09
SBS-TX-0000018,SBS-TX-0000018-L02,BABY´S FIRST WORDS,1,34.5,19.0,27.95,27.95,sbs,2025-11-09
SBS-TX-0000018,SBS-TX-0000018-L03,CENTRAL AMERICA ON A SHOESTRING 9ED.,1,20.0,5.0,19.0,19.0,sbs,2025-11-09
SBS-TX-0000019,SBS-TX-0000019-L01,PERCY JACKSON: BOOK TWO: THE SEA OF MONSTERS,3,27.93,6.0,26.25,78.75,sbs,2025-11-09
SBS-TX-0000019,SBS-TX-0000019-L02,BOY IN THE STRIPED PYJAMAS (FILM TIE-IN),3,56.9,19.0,46.09,138.27,sbs,2025-11-09
SBS-TX-0000019,SBS-TX-0000019-L03,PODRÍA SER PEOR,1,109.9,4.0,105.5,105.5,sbs,2025-11-09
SBS-TX-0000019,SBS-TX-0000019-L04,DISEÑO HUMANO ESENCIAL,2,89.0,19.0,72.09,144.18,sbs,2025-11-09
SBS-TX-0000020,SBS-TX-0000020-L01,BEYOND THE STORY,2,278.3,14.0,239.34,478.68,sbs,2025-11-09
SBS-TX-0000020,SBS-TX-0000020-L02,PERUANOS POWER: JORGE BASADRE,1,49.0,7.0,45.57,45.57,sbs,2025-11-09
SBS-TX-0000021,SBS-TX-0000021-L01,SANGRE TURBIA,1,69.0,16.0,57.96,57.96,sbs,2025-11-09
SBS-TX-0000021,SBS-TX-0000021-L02,RELACIONES TÓXICAS,1,119.9,15.0,101.92,101.92,sbs,2025-11-09
SBS-TX-0000021,SBS-TX-0000021-L03,HÁBITOS DE RICOS,1,69.9,13.0,60.81,60.81,sbs,2025-11-09
SBS-TX-0000022,SBS-TX-0000022-L01,TIEMPOS LIQUIDOS,1,99.0,2.0,97.02,97.02,sbs,2025-11-09
SBS-TX-0000022,SBS-TX-0000022-L02,WIDER WORLD 2ND ED. LEVEL 3 STUDENT´S BOOK WITH ONLINE PRACTICE AND EBOOK,3,238.0,7.0,221.34,664.02,sbs,2025-11-09
SBS-TX-0000022,SBS-TX-0000022-L03,LOS LIBROS NOS CUIDAN,2,59.0,20.0,47.2,94.4,sbs,2025-11-09
SBS-TX-0000023,SBS-TX-0000023-L01,CACHORROS EN ACCION - PAW PATROL,2,34.9,13.0,30.36,60.72,sbs,2025-11-09
SBS-TX-0000023,SBS-TX-0000023-L02,HAZLO TAN BIEN QUE NO PUEDAN IGNORARTE,2,69.9,17.0,58.02,116.04,sbs,2025-11-09
SBS-TX-0000024,SBS-TX-0000024-L01,JUSTINIANO,1,129.0,11.0,114.81,114.81,sbs,2025-11-09
SBS-TX-0000024,SBS-TX-0000024-L02,DR. STONE N.4,3,38.0,7.0,35.34,106.02,sbs,2025-11-09
SBS-TX-0000024,SBS-TX-0000024-L03,"KARATE-DO, MI CAMINO",1,49.0,11.0,43.61,43.61,sbs,2025-11-09
SBS-TX-0000025,SBS-TX-0000025-L01,SOLO UN CHICO FRENTE A UNA CHICA,3,69.0,24.0,52.44,157.32,sbs,2025-11-09
SBS-TX-0000025,SBS-TX-0000025-L02,GARBAGE PAIL KIDS: THE OFFICIAL TAROT DECK AND GUIDEBOOK,2,141.7,22.0,110.53,221.06,sbs,2025-11-09
SBS-TX-0000025,SBS-TX-0000025-L03,¿SOMOS INMORTALES?,2,141.4,22.0,110.29,220.58,sbs,2025-11-09
SBS-TX-0000025,SBS-TX-0000025-L04,HARRY POTTER AND THE PRISONER OF AZKABAN,2,30.0,3.0,29.1,58.2,sbs,2025-11-09
SBS-TX-0000026,SBS-TX-0000026-L01,MKTG - MARKETING 7ED.,2,225.8,16.0,189.67,379.34,sbs,2025-11-09
SBS-TX-0000027,SBS-TX-0000027-L01,MODERN LOVE,1,89.0,4.0,85.44,85.44,sbs,2025-11-09
SBS-TX-0000028,SBS-TX-0000028-L01,AMAZING POP UPS: ANIMALES SALVAJES,3,60.1,8.0,55.29,165.87,sbs,2025-11-09
SBS-TX-0000029,SBS-TX-0000029-L01,COMO GANAR EN CHINA,1,9.9,9.0,9.01,9.01,sbs,2025-11-09
SBS-TX-0000029,SBS-TX-0000029-L02,BILINGUAL TALES: GOLDILOCKS AND THE THREE BEARS  /  RICITOS DE ORO Y LOS TRES OSOS,2,19.2,1.0,19.01,38.02,sbs,2025-11-09
SBS-TX-0000029,SBS-TX-0000029-L03,KNIGHTS OF SIDONIA N.5,1,29.0,6.0,27.26,27.26,sbs,2025-11-09
SBS-TX-0000030,SBS-TX-0000030-L01,GRANDES IDEAS: EL LIBRO DE LA QUÍMICA,1,137.9,1.0,136.52,136.52,sbs,2025-11-09
SBS-TX-0000030,SBS-TX-0000030-L02,MINICUENTOS DE CANGUROS PARA SER FELIZ,2,69.0,16.0,57.96,115.92,sbs,2025-11-09
SBS-TX-0000031,SBS-TX-0000031-L01,ADMINISTRACION DEL POTENCIAL HUMANO 2ED. *,3,166.9,23.0,128.51,385.53,sbs,2025-11-09
SBS-TX-0000032,SBS-TX-0000032-L01,EN DIAS DE GRAN PAZ,3,84.5,16.0,70.98,212.94,sbs,2025-11-09
SBS-TX-0000032,SBS-TX-0000032-L02,KAIRÓS,1,86.0,15.0,73.1,73.1,sbs,2025-11-09
SBS-TX-0000032,SBS-TX-0000032-L03,5 EN 1 DISNEY JUNIOR,3,50.2,11.0,44.68,134.04,sbs,2025-11-09
SBS-TX-0000032,SBS-TX-0000032-L04,EL FANTASMA DE LA OPERA,3,120.0,13.0,104.4,313.2,sbs,2025-11-09
SBS-TX-0000033,SBS-TX-0000033-L01,APRENDE A LEER CON ELMER. NIVEL 1,2,49.0,12.0,43.12,86.24,sbs,2025-11-09
SBS-TX-0000034,SBS-TX-0000034-L01,LOS CHICOS DE LA NICKEL,3,49.0,13.0,42.63,127.89,sbs,2025-11-09
SBS-TX-0000034,SBS-TX-0000034-L02,TOTAL BUSINESS (BE) PRE-INT SB + AUDIO CD,3,416.0,22.0,324.48,973.44,sbs,2025-11-09
SBS-TX-0000035,SBS-TX-0000035-L01,FELICIDAD,3,89.0,8.0,81.88,245.64,sbs,2025-11-09
SBS-TX-0000035,SBS-TX-0000035-L02,DONDE ESTA PIKACHU BUSCA Y ENCUENTRA,1,69.0,21.0,54.51,54.51,sbs,2025-11-09
SBS-TX-0000035,SBS-TX-0000035-L03,LA DINAMICA DEL LIDERAZGO EN EL PERU. ENERGIA SOCIAL Y DESARROLLO,3,48.0,8.0,44.16,132.48,sbs,2025-11-09
SBS-TX-0000036,SBS-TX-0000036-L01,MOMENTOS ESTELARES DE LA HUMAN,2,109.0,16.0,91.56,183.12,sbs,2025-11-09
SBS-TX-0000037,SBS-TX-0000037-L01,LEYENDAS DE LA MITOLOGIA NORDICA,3,95.1,18.0,77.98,233.94,sbs,2025-11-09
SBS-TX-0000037,SBS-TX-0000037-L02,ESTUCHE BIBLIOTECA SLYTHERIN,1,429.0,10.0,386.1,386.1,sbs,2025-11-09
SBS-TX-0000037,SBS-TX-0000037-L03,CAMBRIDGE ENGLISH FIRST FOR SCHOOLS 2 SB W / ANSWERS AND AUDIO: AUTHENTIC EXAMINATION PAPERS,1,602.0,5.0,571.9,571.9,sbs,2025-11-09
SBS-TX-0000037,SBS-TX-0000037-L04,ENOLA HOLMES. EL CASO DE LOS EXTRAÑOS RAMOS DE FLORES,1,69.0,19.0,55.89,55.89,sbs,2025-11-09
SBS-TX-0000038,SBS-TX-0000038-L01,QUIEN PIERDE PAGA,3,89.0,21.0,70.31,210.93,sbs,2025-11-09
SBS-TX-0000038,SBS-TX-0000038-L02,EXTRAÑAS,1,99.0,17.0,82.17,82.17,sbs,2025-11-09
SBS-TX-0000039,SBS-TX-0000039-L01,EL CEREBRO AL DESCUBIERTO 2ED.,2,67.9,18.0,55.68,111.36,sbs,2025-11-09
SBS-TX-0000039,SBS-TX-0000039-L02,HERIDAS PRIVADAS,1,29.0,19.0,23.49,23.49,sbs,2025-11-09
SBS-TX-0000040,SBS-TX-0000040-L01,EL FIN DEL AMOR,3,79.0,11.0,70.31,210.93,sbs,2025-11-09
SBS-TX-0000041,SBS-TX-0000041-L01,"NVI BIBLIA LUZ EN MI CAMINO, CORAZONES",1,89.0,1.0,88.11,88.11,sbs,2025-11-09
SBS-TX-0000041,SBS-TX-0000041-L02,COCINA ANDINA: EL CORAZON DE LA COMIDA PERUANA,3,29.0,17.0,24.07,72.21,sbs,2025-11-09
SBS-TX-0000041,SBS-TX-0000041-L03,BRZRKR Nº 01 / 12,3,24.9,17.0,20.67,62.01,sbs,2025-11-09
SBS-TX-0000042,SBS-TX-0000042-L01,VARELA - INNOVACION EMPRESARIAL 3ED. C/AUDIO CD,2,20.0,8.0,18.4,36.8,sbs,2025-11-09
SBS-TX-0000042,SBS-TX-0000042-L02,"EXITO,UNA GUIA EXTRAORDINARIA",3,39.0,15.0,33.15,99.45,sbs,2025-11-09
SBS-TX-0000043,SBS-TX-0000043-L01,"SU HIJO, UN NIÑO AUTODETERMINADO",2,95.0,1.0,94.05,188.1,sbs,2025-11-09
SBS-TX-0000043,SBS-TX-0000043-L02,SOBRE LA SELECCION NATURAL,2,49.0,15.0,41.65,83.3,sbs,2025-11-09
SBS-TX-0000043,SBS-TX-0000043-L03,LADYBIRD READERS LEVEL 4 - UNDER THE OCEANS,1,34.0,15.0,28.9,28.9,sbs,2025-11-09
SBS-TX-0000043,SBS-TX-0000043-L04,DIVERGENTE,3,9.9,11.0,8.81,26.43,sbs,2025-11-09
SBS-TX-0000044,SBS-TX-0000044-L01,OJITOS INQUIETOS - EN EL BOSQUE,1,19.0,14.0,16.34,16.34,sbs,2025-11-09
SBS-TX-0000044,SBS-TX-0000044-L02,HARRY POTTER: BACK TO HOGWARTS RULED POCKET JOURNAL,3,63.0,19.0,51.03,153.09,sbs,2025-11-09
SBS-TX-0000044,SBS-TX-0000044-L03,LOCURAS DICIENDO NO A TODO (LADY PECAS 5,2,9.9,16.0,8.32,16.64,sbs,2025-11-09
SBS-TX-0000045,SBS-TX-0000045-L01,EL RINCÓN MÁS OSCURO DEL CIELO-NOVEDAD 2022,2,45.0,18.0,36.9,73.8,sbs,2025-11-09
SBS-TX-0000046,SBS-TX-0000046-L01,EL CUERPO EMOCIONAL,2,84.8,16.0,71.23,142.46,sbs,2025-11-09
SBS-TX-0000047,SBS-TX-0000047-L01,"AMOR ES PARA PERDEDORES, EL",3,50.0,13.0,43.5,130.5,sbs,2025-11-09
SBS-TX-0000047,SBS-TX-0000047-L02,ENSEÑANZAS DEL YOGA,1,203.6,3.0,197.49,197.49,sbs,2025-11-09
SBS-TX-0000047,SBS-TX-0000047-L03,EL GUEPARDO Y LA GACELA,3,54.9,21.0,43.37,130.11,sbs,2025-11-09
SBS-TX-0000048,SBS-TX-0000048-L01,"A LA IZQUIERDA, EN EL DESVIO",2,59.9,0.0,59.9,119.8,sbs,2025-11-09
SBS-TX-0000049,SBS-TX-0000049-L01,GOLD ADVANCED C1 FOR BRITANICO BUNDLE (PRINT + MEL + PEP + APP + READER+),2,240.0,16.0,201.6,403.2,sbs,2025-11-09
SBS-TX-0000049,SBS-TX-0000049-L02,THE TALES OF BEEDLE THE BARD,1,69.6,11.0,61.94,61.94,sbs,2025-11-09
SBS-TX-0000050,SBS-TX-0000050-L01,DANZA MISTERIOSA,3,67.9,16.0,57.04,171.12,sbs,2025-11-09
SBS-TX-0000051,SBS-TX-0000051-L01,GUARDAME EN TI,3,19.0,24.0,14.44,43.32,sbs,2025-11-09
SBS-TX-0000051,SBS-TX-0000051-L02,"NACIMIENTO DE LA DEMOCRACIA, EL",3,90.0,4.0,86.4,259.2,sbs,2025-11-09
SBS-TX-0000052,SBS-TX-0000052-L01,365 ACTIVIDADES CON DINOSAURIOS - 365 AC,3,39.0,21.0,30.81,92.43,sbs,2025-11-09
SBS-TX-0000053,SBS-TX-0000053-L01,THE BOOK THIEF / I AM THE MESSENGER PAPERBACK BOXED SET,3,104.0,5.0,98.8,296.4,sbs,2025-11-09
SBS-TX-0000053,SBS-TX-0000053-L02,DESIGUALDAD Y POBREZA EN UN CONTEXTO DE CRECIMIENTO ECONOMICO,3,50.0,12.0,44.0,132.0,sbs,2025-11-09
SBS-TX-0000053,SBS-TX-0000053-L03,LA FILOSOFIA YOGA: UN CAMINO MISTICO UNIVERSAL,2,67.9,2.0,66.54,133.08,sbs,2025-11-09
SBS-TX-0000054,SBS-TX-0000054-L01,DIARIO DE NIKKI 11 RÚSTICA,3,49.0,15.0,41.65,124.95,sbs,2025-11-09
SBS-TX-0000055,SBS-TX-0000055-L01,HARRY POTTER: HUFFLEPUFF POCKET NOTEBOOK COLLECTION (SET OF 3),1,79.3,14.0,68.2,68.2,sbs,2025-11-09
SBS-TX-0000055,SBS-TX-0000055-L02,AGENCIA ELE 5 LIBRO DE EJERCICIOS + LICENCIA DIGITAL,3,109.2,3.0,105.92,317.76,sbs,2025-11-09
SBS-TX-0000056,SBS-TX-0000056-L01,FIRE FORCE N.21,2,29.0,5.0,27.55,55.1,sbs,2025-11-09
SBS-TX-0000056,SBS-TX-0000056-L02,"LITERATURA NAZI EN AMERICA, LA",2,89.0,7.0,82.77,165.54,sbs,2025-11-09
SBS-TX-0000057,SBS-TX-0000057-L01,LA NIÑA CUERVO,3,79.0,6.0,74.26,222.78,sbs,2025-11-09
SBS-TX-0000057,SBS-TX-0000057-L02,"ASESINO DE BRUJAS 3 , DIOSES & MONSTRUOS",3,105.0,17.0,87.15,261.45,sbs,2025-11-09
SBS-TX-0000058,SBS-TX-0000058-L01,LA LEGIÓN PERDIDA,3,66.5,23.0,51.2,153.6,sbs,2025-11-09
SBS-TX-0000058,SBS-TX-0000058-L02,POKEMON COMICTIVITY,1,19.9,7.0,18.51,18.51,sbs,2025-11-09
SBS-TX-0000058,SBS-TX-0000058-L03,LAS HISTORIAS MAS BELLAS DE LA MITOLOGIA,3,109.0,22.0,85.02,255.06,sbs,2025-11-09
SBS-TX-0000059,SBS-TX-0000059-L01,DIARIO DE GREG 7: BUSCANDO PLAN...,1,69.0,11.0,61.41,61.41,sbs,2025-11-09
SBS-TX-0000059,SBS-TX-0000059-L02,KOMI CANT COMMUNICATE N.3,1,35.0,0.0,35.0,35.0,sbs,2025-11-09
SBS-TX-0000060,SBS-TX-0000060-L01,ACEITES ESENCIALES PARA EL EQUILIBRIO HORMONAL,1,115.0,15.0,97.75,97.75,sbs,2025-11-09
SBS-TX-0000061,SBS-TX-0000061-L01,COMO ESTIMULAR DIA A DIA LA INTELIGENCIA DE TU HIJO,1,56.6,9.0,51.51,51.51,sbs,2025-11-09
SBS-TX-0000061,SBS-TX-0000061-L02,POESIA REUNIDA,1,119.0,21.0,94.01,94.01,sbs,2025-11-09
SBS-TX-0000061,SBS-TX-0000061-L03,THE PARABLES OF JESUS COLORING BOOK DEVOTIONAL,3,80.6,8.0,74.15,222.45,sbs,2025-11-09
SBS-TX-0000062,SBS-TX-0000062-L01,CUMPLIR 40 A LOS 60,3,84.6,13.0,73.6,220.8,sbs,2025-11-09
SBS-TX-0000063,SBS-TX-0000063-L01,MIS PRIMERAS 100 PALABRAS,2,35.0,21.0,27.65,55.3,sbs,2025-11-09
SBS-TX-0000063,SBS-TX-0000063-L02,LOS RETOS SON NUESTRO NEGOCIO,2,89.9,21.0,71.02,142.04,sbs,2025-11-09
SBS-TX-0000064,SBS-TX-0000064-L01,BILINGUAL WB: HABILIDADES DE PENSAMIENTO - THINKING SKILLS,2,17.6,6.0,16.54,33.08,sbs,2025-11-09
SBS-TX-0000064,SBS-TX-0000064-L02,LA DISTANCIA QUE NOS SEPARA,2,99.0,7.0,92.07,184.14,sbs,2025-11-09
SBS-TX-0000064,SBS-TX-0000064-L03,LIBRETA TAPA DURA MEDIANA WILDWOOD,3,68.99,10.0,62.09,186.27,sbs,2025-11-09
SBS-TX-0000064,SBS-TX-0000064-L04,PRANAYAMA- VINTAGE,1,85.0,25.0,63.75,63.75,sbs,2025-11-09
SBS-TX-0000065,SBS-TX-0000065-L01,"LOOK OUT LEONARD  /  ¡CUIDADO, LEONARD!",3,97.3,19.0,78.81,236.43,sbs,2025-11-09
SBS-TX-0000065,SBS-TX-0000065-L02,NUOVO CAFFE ITALIA A1 - LIBRO STUDENTE CON ESERCIZIARIO,3,128.9,10.0,116.01,348.03,sbs,2025-11-09
SBS-TX-0000065,SBS-TX-0000065-L03,TUS PRÓXIMAS CINCO JUGADAS,3,101.4,2.0,99.37,298.11,sbs,2025-11-09
SBS-TX-0000065,SBS-TX-0000065-L04,ASESINO DE BRUJAS VOL 1: LA BRUJA BLANCA,2,95.0,15.0,80.75,161.5,sbs,2025-11-09
SBS-TX-0000066,SBS-TX-0000066-L01,HARRY POTTER AND THE CHAMBER OF SECRETS - ADULT EDITION,2,30.0,5.0,28.5,57.0,sbs,2025-11-09
SBS-TX-0000067,SBS-TX-0000067-L01,"MOTIVO, EL",1,45.0,10.0,40.5,40.5,sbs,2025-11-09
SBS-TX-0000067,SBS-TX-0000067-L02,3 VAN A LA GRANJA,2,35.0,2.0,34.3,68.6,sbs,2025-11-09
SBS-TX-0000068,SBS-TX-0000068-L01,EL FRONTON JUNIO 1986 MARZO 2009. DEMASIADO PRONTO DEMASIADO TARDE,2,70.0,15.0,59.5,119.0,sbs,2025-11-09
SBS-TX-0000068,SBS-TX-0000068-L02,SORPRESAS EN LA GRANJA,3,41.0,23.0,31.57,94.71,sbs,2025-11-09
SBS-TX-0000068,SBS-TX-0000068-L03,"DRAGON BALL (VIZBIG EDITION), VOL. 1: VOLUME 1 (VIZBIG)",3,113.4,16.0,95.26,285.78,sbs,2025-11-09
SBS-TX-0000069,SBS-TX-0000069-L01,BATALLA POR EL INFRAMUNDO. MINECRAFT 2,1,49.0,8.0,45.08,45.08,sbs,2025-11-09
SBS-TX-0000069,SBS-TX-0000069-L02,THE PROMISED NEVERLAND #1,3,36.0,18.0,29.52,88.56,sbs,2025-11-09
SBS-TX-0000070,SBS-TX-0000070-L01,ESTUCHE STEPHEN KING. EL REY DEL TERROR,3,159.0,5.0,151.05,453.15,sbs,2025-11-09
SBS-TX-0000070,SBS-TX-0000070-L02,LA SIRENITA  /  THE LITTLE MERMAID,2,58.5,0.0,58.5,117.0,sbs,2025-11-09
SBS-TX-0000070,SBS-TX-0000070-L03,ANIMALES - MI PEQUEÑO MUNDO,1,75.0,6.0,70.5,70.5,sbs,2025-11-09
SBS-TX-0000070,SBS-TX-0000070-L04,ITACA,3,70.0,4.0,67.2,201.6,sbs,2025-11-09
SBS-TX-0000071,SBS-TX-0000071-L01,MEJOR DE: SALVADOR DALI,2,10.0,5.0,9.5,19.0,sbs,2025-11-09
SBS-TX-0000072,SBS-TX-0000072-L01,COLLINS ENGLISH READERS - AMAZING ENTREPRENEURS & BUSINESS PEOPLE LEVEL 4,2,57.0,0.0,57.0,114.0,sbs,2025-11-09
SBS-TX-0000072,SBS-TX-0000072-L02,POWER UP LEVEL 3  ACTIVITY BOOK W / ONLINE RESOURCES AND HOME BOOKLET,1,170.0,22.0,132.6,132.6,sbs,2025-11-09
SBS-TX-0000073,SBS-TX-0000073-L01,"ANA DE LAS TEJAS VERDES 5. ADIOS, ISLA",3,49.0,18.0,40.18,120.54,sbs,2025-11-09
SBS-TX-0000073,SBS-TX-0000073-L02,"CON TODO, CONTRA TODOS SEGUNDA EDICION",1,9.9,24.0,7.52,7.52,sbs,2025-11-09
SBS-TX-0000074,SBS-TX-0000074-L01,100 AÑOS DE YMCA EN EL PERÚ,3,9.9,23.0,7.62,22.86,sbs,2025-11-09
SBS-TX-0000074,SBS-TX-0000074-L02,DESARROLLA EL PODER MENTAL,1,20.0,5.0,19.0,19.0,sbs,2025-11-09
SBS-TX-0000074,SBS-TX-0000074-L03,MY FIRST BILINGUAL BODY,1,40.0,0.0,40.0,40.0,sbs,2025-11-09
SBS-TX-0000075,SBS-TX-0000075-L01,COLLINS ENGLISH FOR LIFE INTERMEDIATE: WRITING B1,1,92.5,1.0,91.58,91.58,sbs,2025-11-09
SBS-TX-0000075,SBS-TX-0000075-L02,BREVE HISTORIA DE LAS MIGRACIONES,3,69.6,14.0,59.86,179.58,sbs,2025-11-09
SBS-TX-0000075,SBS-TX-0000075-L03,RETRATO EN SEPIA,3,59.0,8.0,54.28,162.84,sbs,2025-11-09
SBS-TX-0000075,SBS-TX-0000075-L04,CUATRO EMOCIONES BASICAS,3,85.0,10.0,76.5,229.5,sbs,2025-11-09
SBS-TX-0000076,SBS-TX-0000076-L01,MEDICINA,2,242.4,16.0,203.62,407.24,sbs,2025-11-09
SBS-TX-0000077,SBS-TX-0000077-L01,FREAK THE MIGHTY,2,51.0,21.0,40.29,80.58,sbs,2025-11-09
SBS-TX-0000077,SBS-TX-0000077-L02,"ORGULLO DEL ESPIRITU, EL",1,9.9,14.0,8.51,8.51,sbs,2025-11-09
SBS-TX-0000078,SBS-TX-0000078-L01,SMART CHOICE 3ED. 2 WB,3,117.8,24.0,89.53,268.59,sbs,2025-11-09
SBS-TX-0000079,SBS-TX-0000079-L01,ESCALERAS AL CIELO,3,84.5,25.0,63.38,190.14,sbs,2025-11-09
SBS-TX-0000080,SBS-TX-0000080-L01,ROMPECABEZAS 1000 LONDON COLLAGE,2,33.2,16.0,27.89,55.78,sbs,2025-11-09
SBS-TX-0000081,SBS-TX-0000081-L01,LLAMADAS TELEFONICAS,2,79.0,3.0,76.63,153.26,sbs,2025-11-09
SBS-TX-0000081,SBS-TX-0000081-L02,INCREDIBUILDS: STAR WARS: TIE FIGHTER DELUXE BOOK AND MODEL SET,3,99.9,11.0,88.91,266.73,sbs,2025-11-09
